Date/Time, Speed (cm/sec), Dir (true)
2023-10-13 00:03:00, 52.5, 336
2023-10-13 00:09:00, 47.6, 344
2023-10-13 00:15:00, 45.7, 342
2023-10-13 00:21:00, 39.9, 349
2023-10-13 00:27:00, 39.6, 350
2023-10-13 00:39:00, 29.9, 350
2023-10-13 00:45:00, 31.0, 356
2023-10-13 00:51:00, 26.3, 345
2023-10-13 01:03:00, 18.2, 330
2023-10-13 01:21:00, 5.7, 6
2023-10-13 01:27:00, 2.7, 292
2023-10-13 01:33:00, 10.3, 110
2023-10-13 01:39:00, 16.3, 137
2023-10-13 01:45:00, 28.9, 145
2023-10-13 01:51:00, 31.1, 133
2023-10-13 01:57:00, 38.5, 142
2023-10-13 02:03:00, 43.1, 161
2023-10-13 02:09:00, 45.6, 152
2023-10-13 02:15:00, 48.2, 147
2023-10-13 02:33:00, 38.2, 160
2023-10-13 02:39:00, 82.3, 156
2023-10-13 02:45:00, 109.2, 152
2023-10-13 02:51:00, 111.3, 146
2023-10-13 02:57:00, 113.7, 143
2023-10-13 03:03:00, 114.4, 149
2023-10-13 03:09:00, 110.9, 142
2023-10-13 03:15:00, 109.8, 142
2023-10-13 03:21:00, 117.4, 142
2023-10-13 03:27:00, 111.0, 140
2023-10-13 03:33:00, 108.9, 143
2023-10-13 03:39:00, 118.1, 143
2023-10-13 03:45:00, 112.8, 142
2023-10-13 03:51:00, 116.7, 144
2023-10-13 03:57:00, 112.4, 143
2023-10-13 04:03:00, 113.1, 138
2023-10-13 04:09:00, 106.5, 144
2023-10-13 04:15:00, 112.8, 143
2023-10-13 04:21:00, 114.2, 145
2023-10-13 04:27:00, 123.9, 143
2023-10-13 04:33:00, 130.3, 140
2023-10-13 04:39:00, 131.9, 138
2023-10-13 04:45:00, 134.0, 139
2023-10-13 04:51:00, 134.5, 138
2023-10-13 04:57:00, 132.7, 137
2023-10-13 05:03:00, 133.6, 138
2023-10-13 05:09:00, 123.7, 145
2023-10-13 05:15:00, 121.0, 146
2023-10-13 05:21:00, 114.9, 144
2023-10-13 05:27:00, 121.5, 141
2023-10-13 05:33:00, 123.6, 142
2023-10-13 05:39:00, 117.8, 142
2023-10-13 05:45:00, 122.4, 139
2023-10-13 05:51:00, 115.6, 141
2023-10-13 05:57:00, 111.1, 140
2023-10-13 06:03:00, 111.8, 142
2023-10-13 06:09:00, 115.7, 140
2023-10-13 06:15:00, 112.3, 143
2023-10-13 06:21:00, 113.6, 147
2023-10-13 06:27:00, 113.0, 142
2023-10-13 06:33:00, 93.4, 146
2023-10-13 06:39:00, 104.2, 150
2023-10-13 06:45:00, 90.6, 147
2023-10-13 06:51:00, 84.6, 147
2023-10-13 06:57:00, 85.4, 142
2023-10-13 07:03:00, 74.8, 143
2023-10-13 07:09:00, 81.1, 142
2023-10-13 07:15:00, 62.7, 151
2023-10-13 07:21:00, 64.0, 145
2023-10-13 07:27:00, 64.0, 151
2023-10-13 07:33:00, 55.6, 146
2023-10-13 07:39:00, 59.7, 145
2023-10-13 07:45:00, 58.6, 147
2023-10-13 07:51:00, 46.0, 148
2023-10-13 07:57:00, 40.4, 147
2023-10-13 08:03:00, 30.9, 150
2023-10-13 08:09:00, 37.4, 142
2023-10-13 08:15:00, 19.7, 128
2023-10-13 08:21:00, 13.9, 135
2023-10-13 08:27:00, 13.4, 114
2023-10-13 08:33:00, 17.1, 124
2023-10-13 08:39:00, 11.6, 126
