Date/Time, Speed (cm/sec), Dir (true)
2023-04-04 16:45:00, 124.9, 142
2023-04-04 16:51:00, 125.2, 140
2023-04-04 18:03:00, 125.4, 145
2023-04-04 18:09:00, 119.7, 148
2023-04-04 18:15:00, 118.6, 148
2023-04-04 18:21:00, 115.0, 144
2023-04-04 18:27:00, 111.9, 149
2023-04-04 18:33:00, 111.3, 146
2023-04-04 18:39:00, 107.6, 143
2023-04-04 18:45:00, 101.2, 148
2023-04-04 18:51:00, 91.4, 152
2023-04-04 18:57:00, 87.9, 146
2023-04-04 19:03:00, 86.4, 140
2023-04-04 19:09:00, 87.7, 139
2023-04-04 19:15:00, 82.2, 142
2023-04-04 19:21:00, 73.2, 136
2023-04-04 19:27:00, 57.6, 141
2023-04-04 19:33:00, 52.4, 139
2023-04-04 19:39:00, 42.1, 143
2023-04-04 19:45:00, 39.7, 138
2023-04-04 19:51:00, 28.0, 143
2023-04-04 19:57:00, 29.3, 152
2023-04-04 20:03:00, 10.7, 225
2023-04-04 20:09:00, 14.5, 270
2023-04-04 20:15:00, 21.9, 279
2023-04-04 20:21:00, 30.1, 292
2023-04-04 20:27:00, 36.2, 308
2023-04-04 20:33:00, 39.8, 301
2023-04-04 20:39:00, 34.4, 305
2023-04-04 20:45:00, 38.4, 301
2023-04-04 20:51:00, 51.8, 299
2023-04-04 20:57:00, 53.9, 296
2023-04-04 21:03:00, 60.6, 293
2023-04-04 21:09:00, 62.6, 298
2023-04-04 21:15:00, 56.7, 296
2023-04-04 21:21:00, 77.1, 298
2023-04-04 21:27:00, 78.7, 292
2023-04-04 21:33:00, 80.5, 292
2023-04-04 21:39:00, 84.9, 288
2023-04-04 21:45:00, 86.5, 294
2023-04-04 21:51:00, 86.5, 303
2023-04-04 21:57:00, 80.2, 302
2023-04-04 22:03:00, 88.3, 298
2023-04-04 22:09:00, 101.1, 294
2023-04-04 22:15:00, 105.3, 296
2023-04-04 22:21:00, 70.3, 299
2023-04-04 22:27:00, 49.1, 309
2023-04-04 22:33:00, 63.4, 310
2023-04-04 22:39:00, 66.1, 308
2023-04-04 22:45:00, 58.5, 309
2023-04-04 22:51:00, 64.4, 310
2023-04-04 22:57:00, 51.7, 311
2023-04-04 23:03:00, 99.6, 297
2023-04-04 23:09:00, 77.3, 302
2023-04-04 23:21:00, 107.0, 306
