Date/Time, Speed (cm/sec), Dir (true)
2023-04-10 00:03:00, 34.0, 358
2023-04-10 00:09:00, 35.2, 331
2023-04-10 00:15:00, 44.1, 337
2023-04-10 00:21:00, 50.8, 332
2023-04-10 00:27:00, 61.2, 325
2023-04-10 00:33:00, 74.7, 321
2023-04-10 00:39:00, 97.7, 316
2023-04-10 00:45:00, 110.3, 315
2023-04-10 00:51:00, 98.4, 314
2023-04-10 00:57:00, 97.2, 321
2023-04-10 01:03:00, 90.8, 319
2023-04-10 01:09:00, 92.9, 320
2023-04-10 01:15:00, 87.9, 320
2023-04-10 01:21:00, 90.6, 317
2023-04-10 01:27:00, 86.8, 322
2023-04-10 01:33:00, 82.7, 324
2023-04-10 01:39:00, 86.2, 322
2023-04-10 01:45:00, 85.6, 321
2023-04-10 01:51:00, 79.5, 322
2023-04-10 01:57:00, 75.9, 320
2023-04-10 02:03:00, 79.4, 325
2023-04-10 02:09:00, 83.4, 327
2023-04-10 02:15:00, 81.2, 327
2023-04-10 02:21:00, 81.7, 325
2023-04-10 02:27:00, 81.1, 322
2023-04-10 02:33:00, 81.5, 323
2023-04-10 02:39:00, 80.0, 319
2023-04-10 02:45:00, 77.1, 325
2023-04-10 02:51:00, 76.1, 331
2023-04-10 02:57:00, 64.9, 327
2023-04-10 03:03:00, 57.4, 321
2023-04-10 03:09:00, 75.3, 332
2023-04-10 03:15:00, 68.1, 332
2023-04-10 03:21:00, 47.5, 315
2023-04-10 03:27:00, 58.0, 309
2023-04-10 03:33:00, 52.2, 337
2023-04-10 03:39:00, 55.2, 331
2023-04-10 03:45:00, 52.9, 326
2023-04-10 03:51:00, 53.7, 323
2023-04-10 03:57:00, 52.6, 327
2023-04-10 04:03:00, 52.5, 326
2023-04-10 04:09:00, 49.3, 331
2023-04-10 04:15:00, 37.0, 332
2023-04-10 04:21:00, 35.3, 327
2023-04-10 04:27:00, 28.3, 331
2023-04-10 04:33:00, 24.9, 337
2023-04-10 04:39:00, 19.9, 351
2023-04-10 04:45:00, 15.2, 2
2023-04-10 04:51:00, 11.6, 4
2023-04-10 04:57:00, 11.6, 326
2023-04-10 05:03:00, 10.8, 295
2023-04-10 05:09:00, 6.7, 299
2023-04-10 05:15:00, 4.5, 189
2023-04-10 05:21:00, 15.6, 148
2023-04-10 05:27:00, 24.1, 154
2023-04-10 05:33:00, 30.9, 150
2023-04-10 05:39:00, 36.8, 151
2023-04-10 05:45:00, 47.4, 152
2023-04-10 05:51:00, 47.3, 162
2023-04-10 05:57:00, 64.7, 154
2023-04-10 06:03:00, 70.2, 144
2023-04-10 06:09:00, 82.6, 154
2023-04-10 06:15:00, 90.4, 156
2023-04-10 06:21:00, 96.6, 152
2023-04-10 06:27:00, 93.4, 148
2023-04-10 06:33:00, 94.3, 145
2023-04-10 06:39:00, 105.5, 147
2023-04-10 06:45:00, 102.1, 142
2023-04-10 06:51:00, 112.1, 145
2023-04-10 06:57:00, 111.7, 145
2023-04-10 07:03:00, 106.4, 148
2023-04-10 07:09:00, 106.4, 145
2023-04-10 07:15:00, 109.8, 144
2023-04-10 07:21:00, 96.3, 136
2023-04-10 07:27:00, 77.0, 140
2023-04-10 07:33:00, 79.9, 144
2023-04-10 07:39:00, 86.0, 147
2023-04-10 07:45:00, 87.8, 145
2023-04-10 07:51:00, 79.6, 147
2023-04-10 07:57:00, 89.8, 140
2023-04-10 08:03:00, 95.7, 136
2023-04-10 08:09:00, 100.8, 140
2023-04-10 08:15:00, 89.0, 132
2023-04-10 08:21:00, 92.3, 130
2023-04-10 08:27:00, 82.0, 133
2023-04-10 08:33:00, 72.6, 137
2023-04-10 08:39:00, 83.6, 135
2023-04-10 08:45:00, 75.3, 134
2023-04-10 08:51:00, 76.6, 133
2023-04-10 08:57:00, 86.7, 131
2023-04-10 09:03:00, 88.6, 134
2023-04-10 09:09:00, 104.3, 141
2023-04-10 09:15:00, 103.9, 133
2023-04-10 09:21:00, 82.9, 140
2023-04-10 09:27:00, 87.8, 138
2023-04-10 09:33:00, 81.0, 133
2023-04-10 09:39:00, 89.2, 137
2023-04-10 09:45:00, 103.6, 133
2023-04-10 09:51:00, 100.0, 134
2023-04-10 09:57:00, 92.2, 136
2023-04-10 10:03:00, 88.1, 135
2023-04-10 10:09:00, 84.9, 140
2023-04-10 10:15:00, 71.8, 142
2023-04-10 10:21:00, 82.7, 141
2023-04-10 10:27:00, 78.0, 141
2023-04-10 10:33:00, 70.6, 139
2023-04-10 10:39:00, 66.9, 140
2023-04-10 10:45:00, 64.9, 141
2023-04-10 10:51:00, 60.6, 143
2023-04-10 10:57:00, 56.2, 142
2023-04-10 11:03:00, 57.8, 143
2023-04-10 11:09:00, 56.0, 143
2023-04-10 11:15:00, 57.0, 139
2023-04-10 11:21:00, 43.9, 140
2023-04-10 11:27:00, 37.0, 139
2023-04-10 11:33:00, 29.2, 140
2023-04-10 11:39:00, 26.5, 137
2023-04-10 11:45:00, 22.8, 138
2023-04-10 11:51:00, 17.1, 138
2023-04-10 11:57:00, 11.2, 136
2023-04-10 12:03:00, 7.2, 138
2023-04-10 12:09:00, 4.9, 160
2023-04-10 12:15:00, 3.2, 233
2023-04-10 12:21:00, 7.3, 338
2023-04-10 12:27:00, 15.0, 344
2023-04-10 12:33:00, 13.0, 329
2023-04-10 12:39:00, 10.7, 318
2023-04-10 12:45:00, 12.9, 9
2023-04-10 12:51:00, 9.6, 25
2023-04-10 12:57:00, 12.9, 27
2023-04-10 13:03:00, 15.1, 31
2023-04-10 13:09:00, 16.7, 9
2023-04-10 13:15:00, 23.4, 358
2023-04-10 13:21:00, 25.3, 347
2023-04-10 13:27:00, 27.0, 332
2023-04-10 13:33:00, 28.8, 332
2023-04-10 13:39:00, 35.8, 344
2023-04-10 13:45:00, 25.0, 355
2023-04-10 13:51:00, 28.4, 353
2023-04-10 13:57:00, 27.5, 346
