"","YEAR","strat.biomass"
"1",1963,0
"2",1964,1.3953703472543
"3",1965,0.222844748051656
"4",1966,0.585282586503616
"5",1967,1.90267667902052
"6",1968,1.12493859392859
"7",1969,0.129464806065298
"8",1970,0.706566959577848
"9",1971,0.0649385485052183
"10",1972,0.709068327083477
"11",1973,4.10669508883572
"12",1974,0.476092549131471
"13",1975,6.02953863885726
"14",1976,2.99362772114657
"15",1977,2.3005027975508
"16",1978,0.655946519965923
"17",1979,0.62603034478357
"18",1980,0.850859431483376
"19",1981,0.979985120981048
"20",1982,2.08452069020419
"21",1983,0.967680103996706
"22",1984,0.396254292834342
"23",1985,0.954893974034842
"24",1986,8.35379033395976
"25",1987,1.86889128541626
"26",1988,4.71136234432178
"27",1989,2.89545524140254
"28",1990,7.46027835951585
"29",1991,3.3192056854057
"30",1992,2.15320948747528
"31",1993,0.862223302984559
"32",1994,1.16478014358102
"33",1995,0.409976976333945
"34",1996,0.893924270133884
"35",1997,1.43447863345365
"36",1998,1.99533645954379
"37",1999,7.67284328584923
"38",2000,16.9953665650643
"39",2001,12.3940922020869
"40",2002,8.49601562316395
"41",2003,2.69555357289531
"42",2004,2.83566203527803
"43",2005,3.44957856883466
"44",2006,0.871277575985317
"45",2007,3.48375064558765
"46",2008,5.83539214830944
"47",2009,6.65924908641878
"48",2010,0.808409166370894
"49",2011,2.12181162123413
"50",2012,4.26044990171177
"51",2013,8.39351758615135
"52",2014,2.68356735514708
"53",2015,7.6445145929949
"54",2016,6.87068002048874
"55",2018,1.64604716363155
"56",2019,2.1768678588671
"57",2021,1.71489436128011
"58",2022,1.3067593301448
"59",2023,1.31488902679475
"60",2024,2.69420695515847
