"","YEAR","strat.biomass"
"1",1964,0.296885910181657
"2",1965,0.153281979595087
"3",1967,0.628798353338588
"4",1968,0.80368199572818
"5",1969,0.0624336950635055
"6",1970,0.315111257530944
"7",1971,0.416003956803135
"8",1972,0.491435640391522
"9",1973,0.116812643573436
"10",1974,0.272577396556607
"11",1975,0.640987349593696
"12",1976,9.6591918243766
"13",1977,3.49701931880629
"14",1978,2.19028200488836
"15",1979,7.61415330644625
"16",1980,1.03758617555834
"17",1981,17.4241061615193
"18",1982,0.773623648973558
"19",1983,0.417742990174458
"20",1984,0.637335086434352
"21",1985,0.136042482459013
"22",1986,0.408425623957965
"23",1987,1.6678858305401
"24",1988,0.792415096379024
"25",1989,1.60159116550106
"26",1990,2.11902932063502
"27",1991,0.394146405043574
"28",1992,1.53285854286834
"29",1993,1.13752842370173
"30",1994,1.31181058878085
"31",1995,0.410494623362098
"32",1996,2.78802075971167
"33",1997,1.0446476471089
"34",1998,4.67883749705475
"35",1999,0.0531009394432279
"36",2000,1.0864145060343
"37",2001,0.629643436366894
"38",2002,0.738395016484828
"39",2003,0.937322770900177
"40",2004,0.250754058813148
"41",2005,2.14207472053688
"42",2006,5.67060952755456
"43",2007,0.316349601693956
"44",2008,1.21361430988904
"45",2009,0.460743117203724
"46",2010,0.687503970761526
"47",2011,0.557698902467164
"48",2012,0.277817164359234
"49",2013,0.187859471914483
"50",2014,0.249616109530816
"51",2015,0.629696188318878
"52",2016,0.55360864240646
"53",2018,0.98439696652793
"54",2019,1.11567279175824
"55",2021,0.763000542282646
"56",2022,0.520923322976315
"57",2023,0.77473209886603
"58",2024,1.08764327795457
