"","YEAR","strat.biomass"
"1",1968,35.6135959341159
"2",1969,42.5859887154109
"3",1970,33.2001265778517
"4",1971,20.6824875468071
"5",1972,25.8066517854202
"6",1973,14.2042756924758
"7",1974,8.68824655063209
"8",1975,3.55043240386832
"9",1976,5.62674825646866
"10",1977,8.42853564472545
"11",1978,15.0913066522858
"12",1979,5.21826455786125
"13",1980,22.045781435705
"14",1981,30.4740137969474
"15",1982,18.4214949420958
"16",1983,14.1337641623967
"17",1984,13.8927256862345
"18",1985,17.650217290591
"19",1986,12.4574084886437
"20",1987,8.13033215610716
"21",1988,5.90448977756389
"22",1989,7.5129357161734
"23",1990,11.7490167835559
"24",1991,8.12771157366878
"25",1992,4.07472659975394
"26",1993,4.85326401212801
"27",1994,3.85345109394295
"28",1995,6.51810104500633
"29",1996,8.09359282625385
"30",1997,8.82934301516758
"31",1998,8.50318569075368
"32",1999,11.6259996235044
"33",2000,9.81596458806384
"34",2001,11.3144901409948
"35",2002,27.5661421288077
"36",2003,6.48923173579243
"37",2004,3.49100047179193
"38",2005,2.8090701658049
"39",2006,10.7067343207178
"40",2007,2.96050192268055
"41",2008,7.17436216287025
"42",2009,5.59045604946829
"43",2010,11.2040598714672
"44",2011,7.72448398180903
"45",2012,11.4956058130899
"46",2013,6.12861228936235
"47",2014,81.9243969160585
"48",2015,5.57451920409065
"49",2016,49.0415694695287
"50",2017,14.8080935945211
"51",2018,5.29355765677358
"52",2019,11.267072575227
"53",2020,2.12485334957081
"54",2021,8.89639901334519
"55",2022,6.89807538927525
"56",2024,10.1934328928272
"57",2025,9.57580200557453
