"","YEAR","strat.biomass"
"1",1963,3.35668248270243
"2",1964,9.94463996560694
"3",1965,8.12248421483293
"4",1966,8.86164417062083
"5",1967,10.67834979973
"6",1968,22.8250049511495
"7",1969,28.7890869905915
"8",1970,7.96790910901295
"9",1971,11.8905555106508
"10",1972,11.2595826856128
"11",1973,30.4973238177194
"12",1974,17.8608411928372
"13",1975,17.948914969726
"14",1976,34.4370125119757
"15",1977,19.2816744296889
"16",1978,18.2988072704477
"17",1979,34.1337267213899
"18",1980,35.3478969675559
"19",1981,53.9313172349555
"20",1982,32.2572254995258
"21",1983,45.1973944945033
"22",1984,61.9666573911014
"23",1985,63.6814403100223
"24",1986,26.4855524141198
"25",1987,13.1301705379444
"26",1988,35.7959298569127
"27",1989,47.9858181589629
"28",1990,30.3836779608988
"29",1991,17.9911483994849
"30",1992,13.7841713556038
"31",1993,35.5750993343044
"32",1994,49.3543182362022
"33",1995,12.4606812378417
"34",1996,24.9952422169566
"35",1997,22.3411558353022
"36",1998,11.9353170549328
"37",1999,29.9162607773797
"38",2000,29.4013535475926
"39",2001,15.217455763785
"40",2002,19.2231602491482
"41",2003,14.1761257333056
"42",2004,10.2813567401962
"43",2005,13.7811175683482
"44",2006,38.8691656431164
"45",2007,11.420270864011
"46",2008,16.4902322867881
"47",2009,32.1751397543329
"48",2010,26.1676491622383
"49",2011,15.3997734281252
"50",2012,27.0844325746944
"51",2013,32.2770787079699
"52",2014,36.8160515495563
"53",2015,31.8044111687367
"54",2016,25.8828830769738
"55",2018,26.1693078397741
"56",2019,29.7335029624598
"57",2021,50.7253017510681
"58",2022,67.5863039304647
"59",2023,61.5376944459444
"60",2024,58.3896196313042
