"","Year","Variable","Val","Loc","N"
"160",2020,"GLORYS12_moving_total_icum",30.0372,"NYB",NA
"161",2021,"GLORYS12_moving_count",5,"NYB",NA
"162",2021,"GLORYS12_moving_duration",16,"NYB",NA
"163",2021,"GLORYS12_moving_duration_max",25,"NYB",NA
"164",2021,"GLORYS12_moving_intensity_mean",1.3724,"NYB",NA
"165",2021,"GLORYS12_moving_intensity_max",1.47906,"NYB",NA
"166",2021,"GLORYS12_moving_intensity_max_max",1.6209,"NYB",NA
"167",2021,"GLORYS12_moving_intensity_var",0.0723,"NYB",NA
"168",2021,"GLORYS12_moving_intensity_cumulative",21.84776,"NYB",NA
"169",2021,"GLORYS12_moving_intensity_mean_relThresh",0.11026,"NYB",NA
"170",2021,"GLORYS12_moving_intensity_max_relThresh",0.21066,"NYB",NA
"171",2021,"GLORYS12_moving_intensity_var_relThresh",0.06198,"NYB",NA
"172",2021,"GLORYS12_moving_intensity_cumulative_relThresh",1.86778,"NYB",NA
"173",2021,"GLORYS12_moving_intensity_mean_abs",10.26016,"NYB",NA
"174",2021,"GLORYS12_moving_intensity_max_abs",10.4287,"NYB",NA
"175",2021,"GLORYS12_moving_intensity_var_abs",0.13184,"NYB",NA
"176",2021,"GLORYS12_moving_intensity_cumulative_abs",172.58118,"NYB",NA
"177",2021,"GLORYS12_moving_rate_onset",0.03686,"NYB",NA
"178",2021,"GLORYS12_moving_rate_decline",0.03442,"NYB",NA
"179",2021,"GLORYS12_moving_total_days",80,"NYB",NA
"180",2021,"GLORYS12_moving_total_icum",109.2388,"NYB",NA
"181",2022,"GLORYS12_moving_count",5,"NYB",NA
"182",2022,"GLORYS12_moving_duration",23.6,"NYB",NA
"183",2022,"GLORYS12_moving_duration_max",53,"NYB",NA
"184",2022,"GLORYS12_moving_intensity_mean",1.43798,"NYB",NA
"185",2022,"GLORYS12_moving_intensity_max",1.53442,"NYB",NA
"186",2022,"GLORYS12_moving_intensity_max_max",1.6715,"NYB",NA
"187",2022,"GLORYS12_moving_intensity_var",0.06894,"NYB",NA
"188",2022,"GLORYS12_moving_intensity_cumulative",33.57088,"NYB",NA
"189",2022,"GLORYS12_moving_intensity_mean_relThresh",0.14492,"NYB",NA
"190",2022,"GLORYS12_moving_intensity_max_relThresh",0.2492,"NYB",NA
"191",2022,"GLORYS12_moving_intensity_var_relThresh",0.0745,"NYB",NA
"192",2022,"GLORYS12_moving_intensity_cumulative_relThresh",4.0691,"NYB",NA
"193",2022,"GLORYS12_moving_intensity_mean_abs",9.92022,"NYB",NA
"194",2022,"GLORYS12_moving_intensity_max_abs",10.07704,"NYB",NA
"195",2022,"GLORYS12_moving_intensity_var_abs",0.13846,"NYB",NA
"196",2022,"GLORYS12_moving_intensity_cumulative_abs",232.30646,"NYB",NA
"197",2022,"GLORYS12_moving_rate_onset",0.0361,"NYB",NA
"198",2022,"GLORYS12_moving_rate_decline",0.02564,"NYB",NA
"199",2022,"GLORYS12_moving_total_days",118,"NYB",NA
"200",2022,"GLORYS12_moving_total_icum",167.8544,"NYB",NA
"201",2023,"GLORYS12_moving_count",1,"NYB",NA
"202",2023,"GLORYS12_moving_duration",37,"NYB",NA
"203",2023,"GLORYS12_moving_duration_max",37,"NYB",NA
"204",2023,"GLORYS12_moving_intensity_mean",1.6117,"NYB",NA
"205",2023,"GLORYS12_moving_intensity_max",1.901,"NYB",NA
"206",2023,"GLORYS12_moving_intensity_max_max",1.901,"NYB",NA
"207",2023,"GLORYS12_moving_intensity_var",0.2034,"NYB",NA
"208",2023,"GLORYS12_moving_intensity_cumulative",59.633,"NYB",NA
"209",2023,"GLORYS12_moving_intensity_mean_relThresh",0.4663,"NYB",NA
"210",2023,"GLORYS12_moving_intensity_max_relThresh",0.7247,"NYB",NA
"211",2023,"GLORYS12_moving_intensity_var_relThresh",0.1856,"NYB",NA
"212",2023,"GLORYS12_moving_intensity_cumulative_relThresh",17.2544,"NYB",NA
"213",2023,"GLORYS12_moving_intensity_mean_abs",9.8515,"NYB",NA
"214",2023,"GLORYS12_moving_intensity_max_abs",10.4117,"NYB",NA
"215",2023,"GLORYS12_moving_intensity_var_abs",0.3645,"NYB",NA
"216",2023,"GLORYS12_moving_intensity_cumulative_abs",364.5053,"NYB",NA
"217",2023,"GLORYS12_moving_rate_onset",0.0287,"NYB",NA
"218",2023,"GLORYS12_moving_rate_decline",0.0883,"NYB",NA
"219",2023,"GLORYS12_moving_total_days",37,"NYB",NA
"220",2023,"GLORYS12_moving_total_icum",59.633,"NYB",NA
"221",2024,"GLORYS12_moving_count",0,"NYB",NA
"222",2024,"GLORYS12_moving_duration",NA,"NYB",NA
"223",2024,"GLORYS12_moving_duration_max",NA,"NYB",NA
"224",2024,"GLORYS12_moving_intensity_mean",NA,"NYB",NA
"225",2024,"GLORYS12_moving_intensity_max",NA,"NYB",NA
"226",2024,"GLORYS12_moving_intensity_max_max",NA,"NYB",NA
"227",2024,"GLORYS12_moving_intensity_var",NA,"NYB",NA
"228",2024,"GLORYS12_moving_intensity_cumulative",NA,"NYB",NA
"229",2024,"GLORYS12_moving_intensity_mean_relThresh",NA,"NYB",NA
"230",2024,"GLORYS12_moving_intensity_max_relThresh",NA,"NYB",NA
"231",2024,"GLORYS12_moving_intensity_var_relThresh",NA,"NYB",NA
"232",2024,"GLORYS12_moving_intensity_cumulative_relThresh",NA,"NYB",NA
"233",2024,"GLORYS12_moving_intensity_mean_abs",NA,"NYB",NA
"234",2024,"GLORYS12_moving_intensity_max_abs",NA,"NYB",NA
"235",2024,"GLORYS12_moving_intensity_var_abs",NA,"NYB",NA
"236",2024,"GLORYS12_moving_intensity_cumulative_abs",NA,"NYB",NA
"237",2024,"GLORYS12_moving_rate_onset",NA,"NYB",NA
"238",2024,"GLORYS12_moving_rate_decline",NA,"NYB",NA
"239",2024,"GLORYS12_moving_total_days",NA,"NYB",NA
"240",2024,"GLORYS12_moving_total_icum",NA,"NYB",NA
"241",2025,"GLORYS12_moving_count",0,"NYB",NA
"242",2025,"GLORYS12_moving_duration",NA,"NYB",NA
"243",2025,"GLORYS12_moving_duration_max",NA,"NYB",NA
"244",2025,"GLORYS12_moving_intensity_mean",NA,"NYB",NA
"245",2025,"GLORYS12_moving_intensity_max",NA,"NYB",NA
"246",2025,"GLORYS12_moving_intensity_max_max",NA,"NYB",NA
"247",2025,"GLORYS12_moving_intensity_var",NA,"NYB",NA
"248",2025,"GLORYS12_moving_intensity_cumulative",NA,"NYB",NA
"249",2025,"GLORYS12_moving_intensity_mean_relThresh",NA,"NYB",NA
"250",2025,"GLORYS12_moving_intensity_max_relThresh",NA,"NYB",NA
"251",2025,"GLORYS12_moving_intensity_var_relThresh",NA,"NYB",NA
"252",2025,"GLORYS12_moving_intensity_cumulative_relThresh",NA,"NYB",NA
"253",2025,"GLORYS12_moving_intensity_mean_abs",NA,"NYB",NA
"254",2025,"GLORYS12_moving_intensity_max_abs",NA,"NYB",NA
"255",2025,"GLORYS12_moving_intensity_var_abs",NA,"NYB",NA
"256",2025,"GLORYS12_moving_intensity_cumulative_abs",NA,"NYB",NA
"257",2025,"GLORYS12_moving_rate_onset",NA,"NYB",NA
"258",2025,"GLORYS12_moving_rate_decline",NA,"NYB",NA
"259",2025,"GLORYS12_moving_total_days",NA,"NYB",NA
"260",2025,"GLORYS12_moving_total_icum",NA,"NYB",NA
