"","YEAR","strat.biomass"
"1",1968,0.0614542912320806
"2",1971,0.43547696930316
"3",1972,0.0377274717358432
"4",1973,0.540752149086262
"5",1974,0.758108001253628
"6",1975,1.37088782077089
"7",1976,1.05317065960227
"8",1977,1.3103734775733
"9",1978,0.826517649445606
"10",1979,0.274421498756014
"11",1980,0.441537138539165
"12",1981,0.63579587605913
"13",1982,1.38048524721046
"14",1983,0.582517025517208
"15",1984,0.23027615698009
"16",1985,1.86963383265391
"17",1986,1.00624620395861
"18",1987,0.499850377653803
"19",1988,0.243373842668519
"20",1989,0.325419632020755
"21",1990,0.248215237738318
"22",1991,0.147117332913608
"23",1992,0.436155783540362
"24",1993,0.237541905559041
"25",1994,0.463582740597207
"26",1995,0.321945612734471
"27",1996,0.214094756232718
"28",1997,0.693154187002056
"29",1998,0.642571705396201
"30",1999,0.663347377100341
"31",2000,2.27249542125959
"32",2001,2.84242752031033
"33",2002,3.52377728385202
"34",2003,3.59440160120712
"35",2004,2.63183548352414
"36",2005,2.2360741347727
"37",2006,1.85864027858743
"38",2007,2.96816090822378
"39",2008,1.85104667217275
"40",2009,1.37977534056332
"41",2010,1.95535476998842
"42",2011,2.30931547593425
"43",2012,2.79719073437712
"44",2013,2.11655917421529
"45",2014,1.3759759703056
"46",2015,2.18700240196981
"47",2016,1.41333728073228
"48",2017,0.853231185541151
"49",2018,2.30401713613363
"50",2019,2.22013026594084
"51",2020,1.06845671361149
"52",2021,1.57126103542019
"53",2022,1.19620245610645
"54",2024,1.47213084887418
"55",2025,1.55485896540558
