"","YEAR","strat.biomass"
"1",1963,159.910554599454
"2",1964,332.474874184443
"3",1965,174.915051605545
"4",1966,183.066869479805
"5",1967,173.667449708264
"6",1968,109.808356084485
"7",1969,372.199469277478
"8",1970,67.3506328445041
"9",1971,39.5427369199045
"10",1972,90.6192922949473
"11",1973,30.2527147489728
"12",1974,25.3244122374763
"13",1975,85.3174144158043
"14",1976,23.7663899470272
"15",1977,67.1712007080379
"16",1978,31.5098563864109
"17",1979,91.0660752639638
"18",1980,41.1881517817351
"19",1981,158.218448610455
"20",1982,30.9315501488946
"21",1983,39.9931057004476
"22",1984,93.4252303651601
"23",1985,70.9236258108544
"24",1986,11.2721696627313
"25",1987,26.7155882334594
"26",1988,65.3955420404437
"27",1989,15.0482452765719
"28",1990,15.5585365268998
"29",1991,21.0476486570497
"30",1992,16.9673275305405
"31",1993,8.99180458558895
"32",1994,9.37523228375595
"33",1995,21.4960646996671
"34",1996,33.4816638690305
"35",1997,28.0295267198141
"36",1998,109.706535185877
"37",1999,39.3767827893377
"38",2000,21.7145320206483
"39",2001,43.9059392827615
"40",2002,55.9815590471807
"41",2003,109.399739737838
"42",2004,117.896996848356
"43",2005,46.1120037929724
"44",2006,100.295752787378
"45",2007,31.6750976359648
"46",2008,24.1115841970165
"47",2009,62.3110022250846
"48",2010,69.740797462363
"49",2011,35.8992189641232
"50",2012,112.182797630389
"51",2013,26.3441393195381
"52",2014,28.6815997042771
"53",2015,133.315530666249
"54",2016,31.2113259463746
"55",2018,26.4140993778108
"56",2019,23.5762618790249
"57",2021,10.5622413831172
"58",2022,46.0848805656204
"59",2023,17.856762900759
"60",2024,19.0072856858018
