"","YEAR","strat.biomass"
"1",1963,0.191121950906829
"2",1964,0.0790352472558653
"3",1965,0.0303822697814247
"4",1967,0.0243058158251398
"5",1969,0.0141134370099759
"6",1971,0
"7",1972,0
"8",1973,0
"9",1974,0
"10",1975,0.0117611975083133
"11",1976,0.0188179160133012
"12",1977,0.0846806220598556
"13",1978,0.102263365200269
"14",1979,0.0141134370099759
"15",1980,0
"16",1981,0.0508083732359134
"17",1982,0.0642486120590583
"18",1983,0.00282268740199519
"19",1984,0
"20",1985,0.0490043305925977
"21",1986,0
"22",1987,0.0237278301994649
"23",1990,0
"24",1992,0
"25",1995,0.0282268740199519
"26",1996,0.00282268740199519
"27",1997,0.00705671850498797
"28",1998,0
"29",1999,0.0264789312255388
"30",2000,0.0112907496079808
"31",2001,0.0589941667016994
"32",2002,0.203140184321212
"33",2003,0.0372639177051598
"34",2004,0.0987059452462946
"35",2005,0.0657403895924679
"36",2006,0.069439172773776
"37",2007,0.0649218102458893
"38",2008,2.82268740199519e-05
"39",2009,0.0298256339319703
"40",2010,0.0913656310065229
"41",2011,0.0665708716565678
"42",2012,0.172168094931527
"43",2013,0.341857698158865
"44",2014,0.392315165287192
"45",2015,0.651964691318297
"46",2016,0.198238894759077
"47",2018,1.17617097004127
"48",2019,0.271790425955397
"49",2021,0.688644826195813
"50",2022,2.04013796284216
"51",2023,0.658004575793525
"52",2024,0.806800458063417
