,time,val
133,2004-02-01,0.0
134,2004-03-01,0.0
135,2004-04-01,0.0
136,2004-05-01,0.0
137,2004-06-01,0.0
138,2004-07-01,0.0
139,2004-08-01,0.1524390243902439
140,2004-09-01,1.676829268292683
141,2004-10-01,0.1524390243902439
142,2004-11-01,0.0
143,2004-12-01,0.0
144,2005-01-01,0.0
145,2005-02-01,0.0
146,2005-03-01,0.0
147,2005-04-01,0.0
148,2005-05-01,0.0
149,2005-06-01,0.0
150,2005-07-01,0.0
151,2005-08-01,0.45731707317073167
152,2005-09-01,0.6097560975609756
153,2005-10-01,0.0
154,2005-11-01,0.0
155,2005-12-01,0.0
156,2006-01-01,0.0
157,2006-02-01,0.0
158,2006-03-01,0.0
159,2006-04-01,0.0
160,2006-05-01,0.0
161,2006-06-01,0.0
162,2006-07-01,0.0
163,2006-08-01,0.0
164,2006-09-01,3.201219512195122
165,2006-10-01,0.0
166,2006-11-01,0.0
167,2006-12-01,0.0
168,2007-01-01,0.0
169,2007-02-01,0.0
170,2007-03-01,0.0
171,2007-04-01,0.0
172,2007-05-01,0.0
173,2007-06-01,0.0
174,2007-07-01,0.0
175,2007-08-01,0.6097560975609756
176,2007-09-01,0.6097560975609756
177,2007-10-01,0.6097560975609756
178,2007-11-01,0.0
179,2007-12-01,0.0
180,2008-01-01,0.0
181,2008-02-01,0.0
182,2008-03-01,0.0
183,2008-04-01,0.0
184,2008-05-01,0.0
185,2008-06-01,0.0
186,2008-07-01,0.0
187,2008-08-01,0.0
188,2008-09-01,0.6097560975609756
189,2008-10-01,0.0
190,2008-11-01,0.0
191,2008-12-01,0.0
192,2009-01-01,0.0
193,2009-02-01,0.0
194,2009-03-01,0.0
195,2009-04-01,0.0
196,2009-05-01,0.0
197,2009-06-01,0.0
198,2009-07-01,0.1524390243902439
199,2009-08-01,0.1524390243902439
200,2009-09-01,3.50609756097561
201,2009-10-01,0.0
202,2009-11-01,0.0
203,2009-12-01,0.0
204,2010-01-01,0.0
205,2010-02-01,0.0
206,2010-03-01,0.0
207,2010-04-01,0.0
208,2010-05-01,0.0
209,2010-06-01,0.0
210,2010-07-01,0.0
211,2010-08-01,0.7621951219512195
212,2010-09-01,0.45731707317073167
213,2010-10-01,0.0
214,2010-11-01,0.0
215,2010-12-01,0.0
216,2011-01-01,0.0
217,2011-02-01,0.0
218,2011-03-01,0.0
219,2011-04-01,0.0
220,2011-05-01,0.0
221,2011-06-01,0.0
222,2011-07-01,0.0
223,2011-08-01,0.3048780487804878
224,2011-09-01,1.9817073170731707
225,2011-10-01,0.0
226,2011-11-01,0.0
227,2011-12-01,0.0
228,2012-01-01,0.0
229,2012-02-01,0.0
230,2012-03-01,0.0
231,2012-04-01,0.0
232,2012-05-01,0.0
233,2012-06-01,0.3048780487804878
234,2012-07-01,0.9146341463414633
235,2012-08-01,1.0670731707317074
236,2012-09-01,1.9817073170731707
237,2012-10-01,0.1524390243902439
238,2012-11-01,0.0
239,2012-12-01,0.0
240,2013-01-01,0.0
241,2013-02-01,0.0
242,2013-03-01,0.0
243,2013-04-01,0.0
244,2013-05-01,0.0
245,2013-06-01,0.0
246,2013-07-01,0.0
247,2013-08-01,0.3048780487804878
248,2013-09-01,0.7621951219512195
249,2013-10-01,0.0
250,2013-11-01,0.0
251,2013-12-01,0.0
252,2014-01-01,0.0
253,2014-02-01,0.0
254,2014-03-01,0.0
255,2014-04-01,0.0
256,2014-05-01,0.0
257,2014-06-01,0.0
258,2014-07-01,0.0
259,2014-08-01,1.0670731707317074
260,2014-09-01,4.115853658536586
261,2014-10-01,5.335365853658536
262,2014-11-01,0.0
263,2014-12-01,0.0
264,2015-01-01,0.0
265,2015-02-01,0.0
266,2015-03-01,0.0
267,2015-04-01,0.0
268,2015-05-01,0.0
269,2015-06-01,0.0
270,2015-07-01,0.0
271,2015-08-01,0.6097560975609756
272,2015-09-01,2.7439024390243905
273,2015-10-01,6.707317073170732
274,2015-11-01,0.0
275,2015-12-01,0.0
276,2016-01-01,0.0
277,2016-02-01,0.0
278,2016-03-01,0.0
279,2016-04-01,0.0
280,2016-05-01,0.0
281,2016-06-01,0.0
282,2016-07-01,0.0
283,2016-08-01,0.45731707317073167
284,2016-09-01,3.201219512195122
285,2016-10-01,3.201219512195122
286,2016-11-01,0.0
287,2016-12-01,0.0
288,2017-01-01,0.0
289,2017-02-01,0.0
290,2017-03-01,0.0
291,2017-04-01,0.0
292,2017-05-01,0.0
293,2017-06-01,0.0
294,2017-07-01,0.0
295,2017-08-01,0.9146341463414633
296,2017-09-01,1.8292682926829267
297,2017-10-01,2.8963414634146343
298,2017-11-01,0.0
299,2017-12-01,0.0
300,2018-01-01,0.0
301,2018-02-01,0.0
302,2018-03-01,0.0
303,2018-04-01,0.0
304,2018-05-01,0.0
305,2018-06-01,0.0
306,2018-07-01,0.3048780487804878
307,2018-08-01,0.1524390243902439
308,2018-09-01,3.9634146341463414
309,2018-10-01,2.2865853658536586
310,2018-11-01,0.0
311,2018-12-01,0.0
312,2019-01-01,0.0
313,2019-02-01,0.0
314,2019-03-01,0.0
315,2019-04-01,0.0
316,2019-05-01,0.0
317,2019-06-01,0.0
318,2019-07-01,0.0
319,2019-08-01,0.0
320,2019-09-01,1.9817073170731707
321,2019-10-01,1.3719512195121952
322,2019-11-01,0.1524390243902439
323,2019-12-01,0.0
324,2020-01-01,0.0
325,2020-02-01,0.0
326,2020-03-01,0.0
327,2020-04-01,0.0
328,2020-05-01,0.0
329,2020-06-01,0.0
330,2020-07-01,0.1524390243902439
331,2020-08-01,0.9146341463414633
332,2020-09-01,2.8963414634146343
333,2020-10-01,1.9817073170731707
334,2020-11-01,0.0
335,2020-12-01,0.0
336,2021-01-01,0.0
337,2021-02-01,0.0
338,2021-03-01,0.0
339,2021-04-01,0.0
340,2021-05-01,0.0
341,2021-06-01,0.0
342,2021-07-01,0.0
343,2021-08-01,0.9146341463414633
344,2021-09-01,1.524390243902439
345,2021-10-01,2.2865853658536586
346,2021-11-01,0.0
347,2021-12-01,0.0
348,2022-01-01,0.0
349,2022-02-01,0.0
350,2022-03-01,0.0
351,2022-04-01,0.0
352,2022-05-01,0.0
353,2022-06-01,0.0
354,2022-07-01,0.0
355,2022-08-01,0.45731707317073167
356,2022-09-01,2.7439024390243905
357,2022-10-01,0.0
358,2022-11-01,0.0
359,2022-12-01,0.0
360,2023-01-01,0.0
361,2023-02-01,0.0
362,2023-03-01,0.0
363,2023-04-01,0.0
364,2023-05-01,0.0
365,2023-06-01,0.0
366,2023-07-01,0.7621951219512195
367,2023-08-01,0.6097560975609756
368,2023-09-01,1.0670731707317074
369,2023-10-01,4.573170731707317
370,2023-11-01,0.0
371,2023-12-01,0.0
372,2024-01-01,0.0
373,2024-02-01,0.0
374,2024-03-01,0.0
375,2024-04-01,0.0
376,2024-05-01,0.0
377,2024-06-01,0.0
378,2024-07-01,0.0
379,2024-08-01,0.0
380,2024-09-01,1.0670731707317074
381,2024-10-01,4.725609756097561
382,2024-11-01,0.0
383,2024-12-01,0.0
384,2025-01-01,0.0
385,2025-02-01,0.0
386,2025-03-01,0.0
387,2025-04-01,0.0
388,2025-05-01,0.0
389,2025-06-01,0.0
390,2025-07-01,0.1524390243902439
391,2025-08-01,1.8292682926829267
