"","YEAR","strat.biomass"
"1",1968,7.82707695156517
"2",1969,11.1948637735449
"3",1970,7.01398544350016
"4",1971,5.37357819801931
"5",1972,7.11838256152517
"6",1973,13.9095292929118
"7",1974,10.4298540248367
"8",1975,9.3096266786581
"9",1976,12.0996797974691
"10",1977,3.21198192776837
"11",1978,4.47325727644769
"12",1979,6.94742470579535
"13",1980,9.9741816058657
"14",1981,5.41915661884775
"15",1982,9.98123982790303
"16",1983,15.1161371445308
"17",1984,5.1688562213946
"18",1985,4.32617915216388
"19",1986,13.0654773052738
"20",1987,7.12955639430175
"21",1988,6.02745678452522
"22",1989,4.39029936056209
"23",1990,4.2790089783463
"24",1991,10.666087788916
"25",1992,3.18608372964333
"26",1993,2.91002657018915
"27",1994,2.66662387427028
"28",1995,4.57964354312596
"29",1996,2.24061520095073
"30",1997,10.9100262186042
"31",1998,3.56797834512853
"32",1999,15.4873416977567
"33",2000,6.78422928274591
"34",2001,11.1799656567965
"35",2002,34.1189873681351
"36",2003,2.0845799568108
"37",2004,2.49234829805966
"38",2005,3.9251163757167
"39",2006,15.995854222848
"40",2007,7.58661663656034
"41",2008,8.5669171214797
"42",2009,8.19781006631455
"43",2010,10.0175572873889
"44",2011,3.37952323654567
"45",2012,18.2757569242298
"46",2013,6.52014827871335
"47",2014,51.5868821047696
"48",2015,7.86065052034203
"49",2016,55.0402282215122
"50",2017,17.4716740953707
"51",2018,11.97120720911
"52",2019,13.5641900245021
"53",2020,4.40520617053081
"54",2021,11.9483815682042
"55",2022,36.5915252853555
"56",2024,24.1210199251483
"57",2025,13.1849715633484
