"","YEAR","strat.biomass"
"1",1963,0
"2",1964,1.55287764577388
"3",1965,2.47093724310204
"4",1966,2.07614198658772
"5",1967,1.29790208726421
"6",1968,1.05211162938159
"7",1969,1.0695034801709
"8",1970,0.598702958093355
"9",1971,0.775368939331835
"10",1972,2.59838812182655
"11",1973,0.512761970490475
"12",1974,0.761106805028694
"13",1975,0.815600104231168
"14",1976,0.585972806470829
"15",1977,0.498978804013301
"16",1978,0.773734241665966
"17",1979,0.5745595030539
"18",1980,0.56938599904401
"19",1981,1.22027795942936
"20",1982,1.14539114860696
"21",1983,0.556113360059924
"22",1984,0.895876275764197
"23",1985,1.14226583511527
"24",1986,0.41617082804457
"25",1987,0.650456827826906
"26",1988,0.57647939988226
"27",1989,1.39454340002313
"28",1990,1.11656922252674
"29",1991,0.861190848365209
"30",1992,0.979014073878553
"31",1993,0.68395496221839
"32",1994,0.149785739744742
"33",1995,0.912755888609865
"34",1996,2.3769742649167
"35",1997,1.38130880924688
"36",1998,1.25735932256813
"37",1999,0.597904183344348
"38",2000,0.876068550495241
"39",2001,0.59680099091194
"40",2002,0.458927227859964
"41",2003,0.288863607583433
"42",2004,0.270763475348954
"43",2005,0.40350364519212
"44",2006,0.602356340005417
"45",2007,0.288767821896815
"46",2008,0.383851770027455
"47",2009,0.338300925315333
"48",2010,0.723334497016587
"49",2011,0.441532015582564
"50",2012,0.979484947762952
"51",2013,0.418729745928474
"52",2014,0.560964934434758
"53",2015,0.336606835573751
"54",2016,0.488428535407241
"55",2018,0.278475601157693
"56",2019,0.358099870995087
"57",2021,0.526922325777373
"58",2022,0.233360046984145
"59",2023,0.333158958313225
"60",2024,0.146596829669457
