"","YEAR","strat.biomass"
"1",1968,7.26472156454382
"2",1969,1.52861019588114
"3",1970,1.566485940142
"4",1971,4.45813671474775
"5",1972,5.35811271802673
"6",1973,3.90191802695609
"7",1974,3.99463551747025
"8",1975,7.67052498580433
"9",1976,9.18087632800963
"10",1977,1.59429919848961
"11",1978,2.14357623482702
"12",1979,3.81076089022073
"13",1980,2.56966568462714
"14",1981,1.23459715120702
"15",1982,4.35338937001195
"16",1983,3.39506637968267
"17",1984,3.5871138485245
"18",1985,1.58680920752948
"19",1986,4.0982453136366
"20",1987,4.90160934485341
"21",1988,4.36521861005463
"22",1989,3.57395247968625
"23",1990,3.23972564081137
"24",1991,6.58151710885339
"25",1992,1.55582129531559
"26",1993,2.16485549054189
"27",1994,0.908763244685076
"28",1995,2.17327068283122
"29",1996,0.830743218511675
"30",1997,2.4916396834603
"31",1998,2.19527472220409
"32",1999,5.88455068902099
"33",2000,4.40109197069866
"34",2001,2.8979935529971
"35",2002,5.31995614602827
"36",2003,0.2958323823429
"37",2004,1.33078650268782
"38",2005,1.78700253826878
"39",2006,4.38378003228502
"40",2007,3.32143519051198
"41",2008,0.798627507694651
"42",2009,1.31885708381809
"43",2010,0.658757488331864
"44",2011,0.326766518320083
"45",2012,4.08302510016694
"46",2013,0.443304168746797
"47",2014,1.54617849434077
"48",2015,0.656874962492542
"49",2016,2.9732045181142
"50",2017,1.98230871538733
"51",2018,1.06492976673651
"52",2019,1.29703312751595
"53",2020,2.1756146103439
"54",2021,1.58455548339696
"55",2022,2.45421858186773
"56",2024,1.47602065525639
"57",2025,0.628299929244767
