"","YEAR","strat.biomass"
"1",1972,0
"2",1974,0.0195623927519187
"3",1976,0.0352350165260815
"4",1977,0.00292955857918278
"5",1978,0
"6",1979,0.0175773514750967
"7",1981,0.0416921957001116
"8",1983,0.0375703938711495
"9",1984,0.00512672751356986
"10",1985,0.105381518310836
"11",1986,0.946591140897651
"12",1987,0.0995451824540288
"13",1989,0
"14",1990,0.0231606265839386
"15",1991,0.0104167782107742
"16",1992,0.0205069100542794
"17",1993,0.0117182343167311
"18",1994,0.0743193876686733
"19",1995,0.050966771589799
"20",1996,0.0195623927519187
"21",1997,0.222646452017891
"22",1998,0.0175773514750967
"23",1999,0.107841983330715
"24",2000,0.0187146585592363
"25",2001,0.26440556605522
"26",2002,0.320682668249382
"27",2003,0.2027812904809
"28",2004,0.0467912619672751
"29",2005,0.0935720191195607
"30",2006,0.0717563172184622
"31",2007,0.339040421494686
"32",2008,0.0652291455271521
"33",2009,0.0831669837463585
"34",2010,0.166299648468367
"35",2011,0.084176869947667
"36",2012,0.444664381098437
"37",2013,0.0991199848189517
"38",2014,2.14287633171447
"39",2015,0.266149488570058
"40",2016,2.58135444454029
"41",2017,1.51050967194099
"42",2018,0.0605793234704724
"43",2019,1.19937353055554
"44",2020,0.456129890586988
"45",2021,1.93077720978686
"46",2022,1.67189614162049
"47",2024,3.34790602573716
"48",2025,5.02505477862562
