"","YEAR","strat.biomass"
"1",1968,29.5681113945523
"2",1969,23.689530784233
"3",1970,16.8825298007185
"4",1971,17.2447536657247
"5",1972,12.4336031763435
"6",1973,104.0720907889
"7",1974,25.5116600384955
"8",1975,10.3432002847625
"9",1976,15.6710771062771
"10",1977,5.47301239004373
"11",1978,9.9359232345534
"12",1979,11.8693511990851
"13",1980,10.7810350996421
"14",1981,14.3683464063765
"15",1982,10.985718896077
"16",1983,15.6640870156579
"17",1984,12.213040405791
"18",1985,9.76071649136587
"19",1986,31.876804657193
"20",1987,24.6854966403646
"21",1988,22.2970354743043
"22",1989,7.66494778893088
"23",1990,9.878123222407
"24",1991,22.9129363880782
"25",1992,18.1639709719536
"26",1993,25.8821055150702
"27",1994,24.4758010142804
"28",1995,27.0952623782272
"29",1996,53.3868973714967
"30",1997,31.9224716239231
"31",1998,28.3667048353268
"32",1999,65.0269286234107
"33",2000,15.1248777354508
"34",2001,31.300085080857
"35",2002,39.9568817731321
"36",2003,19.6392669128477
"37",2004,14.3381605399134
"38",2005,19.1049282086091
"39",2006,46.6019772504228
"40",2007,16.4050575025238
"41",2008,57.8544975215744
"42",2009,52.2959129354084
"43",2010,8.87511451715477
"44",2011,22.6080217985809
"45",2012,15.0963197184295
"46",2013,6.31865326428764
"47",2014,15.9120496483396
"48",2015,5.51899738486182
"49",2016,20.5191076929875
"50",2017,10.4026114606896
"51",2018,19.8842693129373
"52",2019,14.9684368967555
"53",2020,3.78180531578544
"54",2021,41.0377924900788
"55",2022,31.0378339327465
"56",2024,15.0002200681467
"57",2025,5.7607133837265
