sid,year,month,day,hour,time,lat,lon,x,y,p_cent,p_edge,depth,p_grad,DsqP,radius,area,Dp,DpDt,u,v,uv,Ege,Ely,Emg,Esp,Erg,id,pid,type,centers
0,1994,7,26,12,34539.5,73.62596640599432,165.29644817623844,378,430,994.8337941423006,998.8337941423006,4.0,13.461066811875455,4.027048626127289,274.9519921161698,237500,,,,,,3,0,0,0,0,8,8,1,1
0,1994,7,26,15,34539.625,74.84703655928345,170.18874313200396,371,426,995.166529297997,999.166529297997,4.0,14.721813682685564,3.7877602033817674,277.1141642750141,241250,0.3327351556964277,2.3882944057190243,47.38640887671699,45.25893537428164,65.52742156872041,0,0,0,0,0,10,10,1,1
0,1994,7,26,18,34539.75,75.87191434076816,173.15722658736905,367,422,995.144567358676,1005.144567358676,10.0,15.746532840875988,4.618673309093574,698.0064967749688,1530625,-0.021961939321045065,-0.1569026961031058,26.85365291315498,37.987069910610195,46.52027681746728,0,0,2,0,0,12,12,1,2
0,1994,7,26,21,34539.875,77.09620921823972,178.50566640873348,361,417,995.3875352320595,1005.3875352320595,10.0,16.04478760150218,4.039128526299537,674.967424844007,1431250,0.24296787338345893,1.7269422776578691,44.25457028486127,45.378459697252545,63.385105471182264,0,0,0,0,0,11,11,1,2
0,1994,7,27,0,34540.0,77.76356711899841,-177.37359436170925,357,414,994.3472353266983,1004.3472353266983,10.0,17.185196785657467,6.013183261681989,601.8940431778061,1138125,-1.040299905361171,-7.374958480561739,-32.364970824348354,24.73560427351009,40.7350151004834,0,0,0,0,0,10,10,1,2
0,1994,7,27,3,34540.125,78.55226506445982,-171.55247275209155,352,410,993.9847658469293,1005.9847658469293,12.0,17.891202738869126,6.989815645090712,692.1389879977901,1505000,-0.36246947976891536,-2.5622349124660517,42.80499897682655,29.233070063431768,51.83474050035973,0,0,0,0,0,9,9,1,2
0,1994,7,27,6,34540.25,79.36060792149753,-163.47420361007437,346,405,993.137736795807,1003.137736795807,10.0,18.253358215395043,6.255365343816884,531.3201297798244,886875,-0.847029051122372,-5.971039662640115,55.236981560217025,29.961208230653597,62.83946316228633,0,0,0,0,0,12,12,1,2
0,1994,7,27,9,34540.375,80.31760891078197,-156.10483858492964,342,399,991.5541223433062,1003.5541223433062,12.0,19.265137467511735,5.378419034811304,559.7644988851731,984375,-1.5836144525007694,-11.130149463170767,45.90857401756272,35.471218267418074,58.015553894631125,0,0,0,0,0,9,9,1,1
0,1994,7,27,12,34540.5,80.89090545732729,-148.0693178962822,338,394,989.5779248861852,1001.5779248861852,12.0,20.454257703312404,5.84881042647372,492.253390904939,761250,-1.9761974571210157,-13.86637070665278,47.114238458572665,21.249222479562206,51.684435969807964,0,0,0,0,0,11,11,1,1
0,1994,7,27,15,34540.625,81.234340691881,-141.22582906442577,335,390,986.6504354002308,1000.6504354002308,14.0,22.72385921104681,8.557820477446148,490.83683144743384,756875,-2.927489485954429,-20.521940486768973,38.632742830642165,12.729418571118725,40.67587633693066,0,0,0,0,0,13,13,1,1
