sid,year,month,day,hour,time,lat,lon,x,y,p_cent,p_edge,depth,p_grad,DsqP,radius,area,Dp,DpDt,u,v,uv,Ege,Ely,Emg,Esp,Erg,id,pid,type,centers
1,2011,7,27,6,40749.25,40.98513322184802,-61.076687558185334,174,257,1005.7094519194268,1007.7094519194268,2.0,8.294519621000601,1.9758243662858876,592.5669525011449,1103125,,,,,,3,0,0,0,0,2,2,1,1
1,2011,7,27,9,40749.375,42.076090848549576,-58.79948539601937,182,252,1005.2565152373531,1009.2565152373531,4.0,9.79790819315649,3.4098611710658586,694.2913897561874,1514375,-0.45293668207363225,-4.682820566668012,62.64781327075159,40.43631775780058,74.56436348160412,0,0,0,0,0,3,3,1,1
1,2011,7,27,12,40749.5,42.93633628748976,-57.205714632833356,188,249,1006.7491596174349,1010.7491596174349,4.0,9.540961855547943,1.752474681738313,718.3730945514808,1621250,1.492644380081765,15.181395704967857,43.24740329438645,31.8849761597564,53.73071371585848,0,0,0,0,0,4,4,1,2
1,2011,7,27,15,40749.625,43.41333374146632,-55.48417539652901,193,245,1006.3525723507239,1010.3525723507239,4.0,10.579843671860298,4.857148902242552,632.8298551387899,1258125,-0.3965872667109943,-3.9979787263801376,46.35083722592618,17.679898968188507,49.60825474726617,0,0,0,1,0,3,3,1,3
1,2011,7,27,18,40749.75,43.9882214663707,-53.962080732535625,198,242,1005.7126860705125,1011.7126860705125,6.0,11.029081457708793,6.147540144679879,788.7311860262951,1954375,-0.6398862802113581,-6.383290581601417,40.59004287683073,21.30819946653342,45.843112298888826,0,0,0,0,0,4,4,1,3
1,2011,7,27,21,40749.875,45.016467208570624,-52.69050141887466,204,241,1005.457346535783,1007.457346535783,2.0,11.310281075084657,6.171476140843297,168.66815371514653,89375,-0.25533953472957366,-2.5010875582045027,33.316767641589564,38.11190329216649,50.62138064726327,0,0,0,2,0,6,6,1,1
1,2011,7,28,0,40750.0,45.71176535499866,-50.89892774612473,210,238,1007.7498527668741,1011.7498527668741,4.0,10.31632665362487,3.2321722951043195,623.1677632421503,1220000,2.2925062310911017,22.187967774199883,46.36728363758206,25.7712087960545,53.047904715811555,0,0,2,0,0,4,4,1,2
1,2011,7,28,3,40750.125,46.33280275573477,-49.48043964978517,215,236,1007.3423581793018,1011.3423581793018,4.0,11.099668721491815,4.65934294934741,528.5044229959445,877500,-0.4074945875722915,-3.902891081315651,36.30173728600089,23.018736072793015,42.98462911751979,0,0,0,0,0,4,4,1,2
1,2011,7,28,6,40750.25,47.264696311047956,-48.04708950338574,221,235,1007.5408668493378,1013.5408668493378,6.0,10.428952202090686,2.270504874995895,792.6311486784107,1973750,0.1985086700359534,1.8724503484384827,36.05219200043244,34.54061184119554,49.9280924370257,0,0,0,0,0,4,4,1,2
1,2011,7,28,9,40750.375,47.63678540095025,-47.19416735259871,224,234,1007.9597281344622,1013.9597281344622,6.0,10.529686108610107,2.6955053719218993,806.070750723944,2041250,0.41886128512443976,3.9274635442032944,21.301984597667715,13.791473018975703,25.376746754310478,0,0,0,0,0,3,3,1,2
1,2011,7,28,12,40750.5,49.935569899849185,-40.8319670232525,245,227,1007.3977253178449,1013.3977253178449,6.0,13.471379259818464,5.398757085352627,586.4926433957708,1080625,-0.9812733120756456,-8.883148049396326,-10.119549693918508,13.468910441731639,16.846864233294983,0,0,0,0,2,4,4,1,1
1,2011,7,28,15,40750.625,50.370557719366474,-39.61507973074483,249,226,1007.568816204061,1013.568816204061,6.0,13.456616921027416,5.202936836894005,425.72020323904735,569375,0.1710908862161159,1.539047787787568,28.767840333254334,16.122812894167172,32.97777635105099,0,0,0,0,0,2,2,1,1
1,2011,7,28,18,40750.75,50.97257589270353,-38.58121326976122,253,226,1007.3845574798132,1013.3845574798132,6.0,13.411602606439674,7.082074250717051,394.9327084834294,490000,-0.1842587242477748,-1.6432910776774303,24.12975913885228,22.313788874301846,32.86564239484666,0,0,0,0,0,3,3,1,1
1,2011,7,28,21,40750.875,51.22593768753487,-37.5788840674294,256,225,1007.6450541612415,1013.6450541612415,6.0,13.237622458650074,6.4874951387536575,358.49353766379875,403750,0.2604966814283398,2.314935952959402,23.265860929081395,9.390848730267885,25.089605908545675,0,0,0,0,0,3,3,1,1
1,2011,7,29,0,40751.0,51.607883384837955,-36.29048357799503,260,224,1007.916466497427,1013.916466497427,6.0,13.511358224670564,6.263561245941673,339.97981913709083,363125,0.2714123361854581,2.3991457158041904,29.657088472366958,14.156807931274074,32.86271606944237,0,0,0,0,0,3,3,1,1
