"","X","lon","lat","date","bot_depth","depth","depth_flag","temp","temp_flag","salt","salt_flag","pressure","profile_num","EPU","NYB","STRATA","surf_dens","c50_dens","depth50"
"5993",5993,-73.6066665649414,40.439998626709,20190330,25,3.96915507316589,0,6.26000022888184,0,29.5359992980957,0,4,60,"MAB","NYB",3110,1023.22646694388,1025.39859265637,20.8372039794922
"6011",6011,-73.4333343505859,40.4283332824707,20190330,27,1.98458933830261,0,6.07999992370605,0,30.7670001983643,0,2,61,"MAB","NYB",3110,1024.20921375096,1025.60570713946,22.8216133117676
"6033",6033,-73.1266632080078,40.533332824707,20190330,28,2.97684836387634,0,5.51000022888184,0,31.44700050354,0,3,62,"MAB","NYB",3080,1024.81708260469,1025.23693197842,23.8135738372803
"6055",6055,-73.0583343505859,40.564998626709,20190330,27,2.97684001922607,0,5.3600001335144,0,31.4340000152588,0,3,63,"MAB","NYB",3080,1024.82369842458,1025.37649971825,22.8213329315186
"6076",6076,-72.6600036621094,40.7466659545898,20190330,26,0.992268264293671,0,6.05999994277954,0,31.5349998474121,0,1,64,"MAB","NYB",3080,1024.8130337448,1025.21568505925,21.8287906646729
"6098",6098,-72.2516632080078,40.8566665649414,20190330,29,1.98451197147369,0,6.21999979019165,0,31.1550006866455,0,2,65,"Not in NES","NYB",3050,1024.49853223433,1025.4601660999,26.78928565979
"6124",6124,-72.1983337402344,40.9016647338867,20190330,23,0.992254137992859,0,5.94999980926514,0,31.0060005187988,0,1,66,"Not in NES","NYB",3050,1024.40854161235,1025.15077189619,20.8363265991211
"6145",6145,-72.086669921875,40.908332824707,20190330,29,2.97674632072449,0,5.76000022888184,0,31.5209999084473,0,3,67,"Not in NES","NYB",3050,1024.84678627173,1025.30773461316,23.8127593994141
"6167",6167,-71.9800033569336,40.8566665649414,20190331,39,2.97676062583923,0,5.59000015258789,0,31.7430000305176,0,3,68,"MAB","NYB",1050,1025.0419482017,1025.84203640276,35.7182731628418
"6201",6201,-71.961669921875,40.9000015258789,20190331,34,0.992254436016083,0,5.92999982833862,0,30.6070003509521,0,1,69,"MAB","NYB",1050,1024.0959104303,1025.58585703276,29.7655391693115
"6231",6231,-71.9783325195312,40.9316673278809,20190331,29,1.9844982624054,0,5.76999998092651,0,30.7719993591309,0,2,70,"MAB","NYB",3020,1024.24932830289,1025.14108344736,23.812707901001
"6254",6254,-71.7783355712891,41.0116653442383,20190331,28,1.98448371887207,0,5.55999994277954,0,30.2040004730225,0,2,71,"MAB","NYB",3020,1023.82430027145,1025.20103413873,22.8204002380371
"6306",6306,-71.1216659545898,40.4049987792969,20190331,86,0.992299139499664,0,6.71999979019165,0,33.2239990234375,0,1,73,"MAB","NYB",1060,1026.06188433155,1026.36614900114,49.6090660095215
"6385",6385,-71.3899993896484,40.1433334350586,20190331,90,0.992322683334351,0,5.51000022888184,0,32.5880012512207,0,1,74,"MAB","NYB",1060,1025.7101391023,1026.38175563725,49.6102409362793
"6467",6467,-71.25,40.1416664123535,20190331,115,2.97695469856262,0,7.23999977111816,0,33.234001159668,0,3,75,"MAB","NYB",1070,1026.00877560823,1026.45441078636,49.6102561950684
"6577",6577,-71.1833343505859,40.060001373291,20190331,199,2.9769766330719,0,8.19999980926514,0,33.5320014953613,0,3,76,"MAB","NYB",1080,1026.10510320423,1026.79229097379,49.6106224060059
"6771",6771,-70.9766693115234,40.0583343505859,20190331,208,0.992330431938171,0,6.3899998664856,0,33.0120010375977,0,1,77,"MAB","NYB",1080,1025.93758672881,1026.24534692924,49.6106300354004
"7725",7725,-71.4349975585938,40.1650009155273,20190507,87,0.992320835590363,0,10.1499996185303,0,32.5509986877441,0,1,90,"MAB","NYB",1060,1025.01966183832,1026.05349259615,49.6101493835449
"7806",7806,-71.4333343505859,40.1716651916504,20190507,85,0.99232029914856,0,9.76000022888184,0,32.5299987792969,0,1,91,"MAB","NYB",1060,1025.06783159924,1026.00718522635,49.6101226806641
"7888",7888,-71.6416702270508,40.0800018310547,20190507,87,0.992328464984894,0,10.1899995803833,0,32.6139984130859,0,1,92,"MAB","NYB",1060,1025.0620801773,1026.15314187786,49.6105308532715
"7969",7969,-71.6449966430664,40.0849990844727,20190507,88,0.992327988147736,0,9.38000011444092,0,32.5559997558594,0,1,93,"MAB","NYB",1060,1025.14951187498,1026.12832342136,49.6105079650879
"8051",8051,-71.0100021362305,40.2916679382324,20190508,105,0.992309391498566,0,9.55000019073486,0,32.443000793457,0,1,94,"MAB","NYB",1060,1025.03396256058,1025.92683693876,48.6175003051758
"8151",8151,-71.0483322143555,40.283332824707,20190508,101,0.992310166358948,0,9.81999969482422,0,32.5279998779297,0,1,95,"MAB","NYB",1060,1025.05644433726,1026.1676450505,49.6096153259277
"8246",8246,-71.0350036621094,40.3216667175293,20190509,95,0.992306649684906,0,9.17000007629395,0,32.4420013427734,0,1,96,"MAB","NYB",1060,1025.09361990076,1025.99154158093,49.6094398498535
"8336",8336,-71.0433349609375,40.3233337402344,20190509,95,0.992306590080261,0,9.11999988555908,0,32.4410018920898,0,1,97,"MAB","NYB",1060,1025.10067627885,1026.02959257815,49.6094360351562
"8937",8937,-72.1616668701172,40.4216651916504,20190524,61,0.9922975897789,0,12.2299995422363,0,31.681999206543,0,1,107,"MAB","NYB",1060,1023.97512285621,1025.9427985024,49.6089859008789
"8996",8996,-72.6566696166992,40.4133338928223,20190524,47,0.992298483848572,0,13.039999961853,0,30.6560001373291,0,1,108,"MAB","NYB",1010,1023.02688066756,1025.79327114479,43.6565856933594
"9040",9040,-72.9916687011719,40.3316650390625,20190524,40,0.99230569601059,0,13.7200002670288,0,30.181999206543,0,1,109,"MAB","NYB",1010,1022.52755528712,1025.63369643551,38.6963577270508
"9079",9079,-73.1616668701172,40.4966659545898,20190524,32,0.992290854454041,0,13.3999996185303,0,29.5380001068115,0,1,110,"MAB","NYB",1010,1022.09325401242,1024.62218913836,29.7666320800781
"9109",9109,-73.6600036621094,40.3333320617676,20190524,25,0.9923055768013,0,14.5,0,26.2119998931885,0,1,111,"MAB","NYB",3110,1019.31406545292,1024.31468297768,20.8374061584473
"9130",9130,-73.0166702270508,40.0816650390625,20190524,48,0.992328405380249,0,13.6700000762939,0,31.1989994049072,0,1,112,"MAB","NYB",1010,1023.32267122889,1025.96813321412,43.657901763916
"9174",9174,-73.086669921875,39.9166679382324,20190524,67,0.992343246936798,0,14.1700000762939,0,30.9340000152588,0,1,113,"MAB","NYB",1020,1023.01701561869,1026.17216586919,49.611270904541
"9237",9237,-73.0066680908203,39.7516670227051,20190524,57,0.992358148097992,0,13.710000038147,0,31.4009990692139,0,1,114,"MAB","NYB",1020,1023.47064216638,1026.08319951622,49.6120147705078
"9290",9290,-73.4166641235352,39.5833320617676,20190524,35,0.992373287677765,0,14.9200000762939,0,30.8139991760254,0,1,115,"MAB","NYB",1730,1022.7686090368,1025.13548192111,29.7691059112549
"9358",9358,-73.3983306884766,39.3616676330566,20190525,50,2.97716522216797,0,13.5100002288818,0,31.5170001983643,0,3,118,"MAB","NYB",1730,1023.60922727972,1025.84582180094,48.6216087341309
"9405",9405,-73.3333358764648,39.0883331298828,20190525,60,0.992417633533478,0,13.3699998855591,0,31.9990005493164,0,1,119,"MAB","NYB",1740,1024.00064665417,1026.22292207868,49.6149864196777
"9761",9761,-72.745002746582,39.0433349609375,20190526,269,2.97725105285645,0,12.8400001525879,0,32.6660003662109,0,3,125,"MAB","NYB",NA,1024.63003767459,1026.44572291972,49.6151962280273
"10027",10027,-72.5849990844727,39.0149993896484,20190526,1035,2.9772584438324,0,13.5,0,33.0270004272461,0,3,126,"Not in NES","NYB",NA,1024.77834838592,1026.48038154401,49.6153221130371
"10534",10534,-72.3349990844727,39.6633338928223,20190527,115,0.992366015911102,0,13.1400003433228,0,32.2410011291504,0,1,127,"MAB","NYB",1020,1024.23331848133,1026.01270999733,49.6124076843262
"10646",10646,-72.4183349609375,39.9133338928223,20190527,77,0.992343544960022,0,13.6400003433228,0,32.2750015258789,0,1,128,"MAB","NYB",1020,1024.15986920741,1026.16480569445,49.6112861633301
"10718",10718,-72.0149993896484,39.6716651916504,20190527,180,0.99236536026001,0,13.5100002288818,0,33.2229995727539,0,1,129,"MAB","NYB",1040,1024.91893082347,1026.74022915122,49.612377166748
"10895",10895,-71.0933303833008,40.0800018310547,20190527,186,0.992328464984894,0,11.2299995422363,0,32.4039993286133,0,1,130,"MAB","NYB",1080,1024.71834905019,1026.35687957712,49.6105308532715
"11079",11079,-70.6233367919922,39.8333320617676,20190527,883,0.992350697517395,0,18.8500003814697,0,34.1730003356934,0,1,131,"Not in NES","NYB",NA,1024.43153912264,1026.42938274235,49.6116409301758
"11281",11281,-70.625,39.8316650390625,20190527,890,2.97703862190247,0,19.6800003051758,0,34.5219993591309,0,3,132,"Not in NES","NYB",NA,1024.49398355519,1026.41845041109,49.6116561889648
"12944",12944,-73.2516632080078,39.1650009155273,20190818,64,0.992410778999329,0,26.5300006866455,0,30.5109996795654,0,1,148,"MAB","NYB",1740,1019.49177061218,1025.89950177131,49.6146430969238
"13004",13004,-73.0033340454102,39.1666679382324,20190818,73,0.992410659790039,0,26.7299995422363,0,30.8360004425049,0,1,149,"MAB","NYB",1740,1019.67389139321,1025.92934822346,49.6146392822266
