"","X","lon","lat","date","bot_depth","depth","depth_flag","temp","temp_flag","salt","salt_flag","pressure","profile_num","EPU","NYB","STRATA","surf_dens","c50_dens","depth50"
"5060",5060,-71.6549987792969,40.4749984741211,20190320,77,0.992292881011963,0,5.21999979019165,0,32.5750007629395,0,1,36,"MAB","NYB",1060,1025.73313116872,1026.38087877974,49.6087493896484
"5269",5269,-71.3550033569336,40.625,20190327,65,2.97682332992554,0,5.17000007629395,0,32.3790016174316,0,3,40,"MAB","NYB",1060,1025.59285984523,1026.15784699605,49.6080703735352
"5328",5328,-72.1650009155273,40.6599998474121,20190327,48,0.992276072502136,0,5.30999994277954,0,32.007999420166,0,1,41,"MAB","NYB",1050,1025.27416355658,1026.06504241616,41.6714515686035
"5370",5370,-72.4333343505859,40.2083320617676,20190327,62,0.992316901683807,0,5.96999979019165,0,32.7620010375977,0,1,42,"MAB","NYB",1020,1025.79275377563,1026.15157535729,49.6099510192871
"5429",5429,-72.6533355712891,40.4233322143555,20190327,46,3.96916127204895,0,5.55999994277954,0,32.4700012207031,0,4,43,"MAB","NYB",1010,1025.62489274222,1025.83460259128,38.6960372924805
"5465",5465,-73.1133346557617,40.1699981689453,20190327,45,0.992320358753204,0,5.67000007629395,0,32.5050010681152,0,1,44,"MAB","NYB",1010,1025.62573448625,1025.93266171712,41.6733131408691
"5507",5507,-73.0666656494141,40.1266670227051,20190327,46,0.992324233055115,0,6.15000009536743,0,32.8660011291504,0,1,45,"MAB","NYB",1010,1025.85265500335,1026.0782300143,40.6813507080078
"5548",5548,-72.7983322143555,39.8883323669434,20190327,55,0.992345750331879,0,6.67000007629395,0,33.0989990234375,0,1,46,"MAB","NYB",1010,1025.96994352006,1026.26786601603,49.6113967895508
"5599",5599,-73.2316665649414,39.7666664123535,20190327,45,0.992356657981873,0,6.30999994277954,0,32.8470001220703,0,1,47,"MAB","NYB",1010,1025.81757556797,1026.18855335462,40.6826782226562
"5640",5640,-72.9116668701172,39.6166648864746,20190328,64,3.96945238113403,0,6.75,0,33.1360015869141,0,4,48,"MAB","NYB",1020,1026.00239060479,1026.36539611205,49.612621307373
"5698",5698,-73.0816650390625,39.5516662597656,20190328,50,2.97711396217346,0,7.01000022888184,0,33.2779998779297,0,3,49,"MAB","NYB",1010,1026.07484453629,1026.26979737594,42.6678276062012
"5739",5739,-73.1650009155273,39.435001373291,20190328,58,0.992386639118195,0,6.53999996185303,0,33.132999420166,0,1,50,"MAB","NYB",1730,1026.01370636901,1026.23897067172,49.6134376525879
"5923",5923,-73.6716690063477,40.2200012207031,20190330,36,0.992315828800201,0,6.1100001335144,0,30.8169994354248,0,1,57,"MAB","NYB",1010,1024.24046342085,1025.78487191396,30.7595539093018
"5954",5954,-73.663330078125,40.3250007629395,20190330,26,1.98460829257965,0,6.11999988555908,0,30.3129997253418,0,2,58,"MAB","NYB",3110,1023.84632386959,1025.38067865272,20.8374252319336
"5974",5974,-73.6600036621094,40.4466667175293,20190330,24,0.992295384407043,0,5.94000005722046,0,29.9570007324219,0,1,59,"MAB","NYB",3110,1023.58172899142,1025.47891935239,18.8527889251709
