Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2021,5,12,2,12,7,NYOS2105,LIS_ARIG,17,1,3,-73.5803,40.9587,1.9,1.8,11.3332,26.7714,7.947,1.092,2.60E+00,1020.3303,11.333,20.322,9.109,278.98,9.240,283.00,98.58,2,1972.1,2,1858.3,2,#N/A,7.788,7.988,422.5,424.1,1750.1,89.6,18.6,41.5,1.4,0.0,0.0,15.003,2.24,1.39,#N/A
2021,5,12,2,10,54,NYOS2105,LIS_ARIG,17,1,2,-73.5803,40.9587,7.8,7.7,11.3361,26.7727,7.944,1.0701,5.06E-11,1020.3579,11.335,20.323,9.077,278.01,9.239,282.98,98.25,2,1977.1,2,1879.5,2,#N/A,7.737,7.935,485.2,487.0,1777.7,80.5,21.4,37.3,1.2,0.0,0.0,15.900,2.01,1.25,#N/A
2021,5,12,2,9,33,NYOS2105,LIS_ARIG,17,1,1,-73.5803,40.9587,15.4,15.2,10.1652,26.9221,7.874,0.4438,5.06E-11,1020.6978,10.164,20.628,8.336,255.25,9.469,289.94,88.04,2,1981.4,2,1890.1,2,#N/A,7.715,7.928,490.5,492.4,1791.0,76.7,22.4,36.0,1.1,0.0,0.0,16.307,1.90,1.18,#N/A
2021,5,12,3,19,14,NYOS2105,LIS_WLIS,19,2,3,-73.7295,40.8788,2.0,2.0,11.9310,26.2331,7.854,0.8099,2.50E+00,1019.8122,11.931,19.803,8.388,257.03,9.153,280.48,91.64,2,1967.6,2,1889.9,2,#N/A,7.680,7.865,580.0,582.2,1795.0,69.8,25.1,31.9,1.1,0.0,0.0,17.010,1.75,1.09,#N/A
2021,5,12,3,18,12,NYOS2105,LIS_WLIS,19,2,2,-73.7295,40.8788,10.0,9.9,11.8506,26.2938,7.858,0.8538,5.06E-11,1019.9094,11.850,19.864,8.382,256.83,9.165,280.83,91.45,2,1969.6,2,1887.8,2,7.651,7.693,7.880,558.7,560.8,1791.6,72.0,24.3,32.9,1.1,0.0,0.0,16.785,1.80,1.12,7.835
2021,5,12,3,17,8,NYOS2105,LIS_WLIS,19,2,1,-73.7295,40.8788,16.5,16.4,11.8601,26.4333,7.872,0.9108,5.06E-11,1020.0453,11.858,19.971,8.460,259.22,9.155,280.50,92.41,2,1970.6,2,1887.3,2,#N/A,7.696,7.883,553.5,555.6,1790.4,72.8,24.0,33.4,1.1,0.0,0.0,16.683,1.82,1.13,#N/A
2021,5,12,7,54,23,NYOS2105,7.1,22,3,3,-73.7857,40.4935,2.4,2.4,10.5763,32.1377,7.997,0.2456,8.71E-01,1024.6319,10.576,24.621,8.980,273.88,9.077,276.85,98.93,2,2189.9,2,2030.1,2,#N/A,7.815,8.030,401.2,402.7,1893.5,119.0,17.6,56.7,1.6,0.0,0.0,13.330,2.88,1.83,#N/A
2021,5,12,7,53,8,NYOS2105,7.1,22,3,2,-73.7857,40.4935,10.2,10.1,10.5669,32.1385,7.993,0.2656,5.06E-11,1024.6691,10.566,24.623,8.987,274.09,9.079,276.91,98.98,2,2194.0,2,2031.1,2,#N/A,7.822,8.037,394.2,395.7,1892.9,121.0,17.3,57.6,1.6,0.0,0.0,13.226,2.93,1.85,#N/A
2021,5,12,7,51,50,NYOS2105,7.1,22,3,1,-73.7857,40.4935,19.4,19.3,8.6087,32.5299,7.873,0.4215,5.06E-11,1025.3331,8.607,25.245,7.774,236.97,9.455,288.18,82.23,2,2205.0,2,2087.0,2,#N/A,7.702,7.941,502.5,504.5,1969.2,94.3,23.4,46.1,1.0,0.0,0.0,15.206,2.27,1.43,#N/A
2021,5,21,3,54,50,NYOS2105,7.1,22,1,3,-73.7885,40.4988,2.3,2.3,15.0351,27.6094,8.433,3.3421,1.21E+00,1020.2856,15.035,20.276,13.514,413.93,8.507,260.58,158.85,2,2065.1,2,1715.5,2,#N/A,8.275,8.429,131.0,131.4,1465.6,244.8,5.1,104.3,5.6,0.0,0.0,8.597,6.11,3.85,#N/A
