Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2018,7,15,2,45,7,NYOS1807,1.2,62,2,6,-71.7130,40.6892,1.746,1.733,21.7736,32.1701,8.754,0.1722,2.53E-11,1022.1391,21.7733,22.1316,7.9006,241.552,7.28157,222.62521,108.512,3,2178.1,2,1943.5,9,#N/A,7.981,8.028,404.8,406.2,1761.5,169.3,12.7,73.5,4.6,#N/A,#N/A,10.721,4.14,2.69,#N/A
2018,7,15,2,44,2,NYOS1807,1.2,62,2,5,-71.7130,40.6892,11.372,11.283,19.9385,32.4369,8.754,0.5617,2.53E-11,1022.8737,19.9364,22.8244,9.0372,276.113,7.51693,229.66527,120.235,3,2184.1,2,1947.5,9,#N/A,7.980,8.055,376.4,377.6,1765.3,169.8,12.4,75.0,4.1,#N/A,#N/A,10.716,4.13,2.67,#N/A
2018,7,15,2,42,23,NYOS1807,1.2,62,2,4,-71.7130,40.6892,24.345,24.155,9.4213,32.6516,8.639,0.7324,2.53E-11,1025.3239,9.4187,25.2135,9.3124,283.86,9.27825,282.81839,100.373,4,#N/A,2,2061.5,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2018,7,15,2,41,0,NYOS1807,1.2,62,2,3,-71.7130,40.6892,36.693,36.406,9.1379,32.7678,8.587,0.5931,2.50E-11,1025.5161,9.134,25.3496,8.278,252.294,9.3295,284.34302,88.733,4,#N/A,2,2089.0,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2018,7,15,2,38,24,NYOS1807,1.2,62,2,2,-71.7130,40.6892,63.02,62.579,8.3175,32.9218,8.537,0.0224,2.53E-11,1025.8832,8.3113,25.5961,7.4797,227.911,9.49223,289.23303,78.802,4,#N/A,2,2072.7,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2018,7,14,23,53,30,NYOS1807,1.1,35,1,5,-71.8207,40.9587,1.683,1.67,18.8528,31.1044,8.684,1.1034,2.34E+01,1022.0904,18.8525,22.0831,8.4111,257.171,7.73152,236.39294,108.799,4,#N/A,2,1949.7,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2018,7,14,23,51,18,NYOS1807,1.1,35,1,3,-71.8207,40.9587,14.053,13.943,15.7695,31.7756,8.628,0.9088,8.90E-01,1023.3825,15.7674,23.3205,8.234,251.453,8.17202,249.55947,100.766,3,2164.8,2,2006.3,9,#N/A,7.820,7.954,489.3,491.0,1868.2,119.9,18.2,54.7,2.2,#N/A,#N/A,13.167,2.91,1.86,#N/A
2018,7,14,23,48,18,NYOS1807,1.1,35,1,1,-71.8207,40.9587,34.282,34.013,10.8094,32.2298,8.587,0.559,1.33E-12,1024.8075,10.8054,24.653,8.0697,246.115,9.02643,275.29293,89.406,4,#N/A,2,2065.7,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2018,7,15,7,38,11,NYOS1807,1.4,85,3,6,-71.4928,40.0865,2,1.985,20.3184,32.617,8.736,0.1795,1.13E+00,1022.8707,20.318,22.862,8.4002,256.643,7.45667,227.81589,112.664,3,2210.2,2,1978.9,9,#N/A,7.963,8.032,404.6,406.0,1798.4,167.3,13.2,73.1,4.1,#N/A,#N/A,10.911,4.07,2.64,#N/A
2018,7,15,7,36,47,NYOS1807,1.4,85,3,5,-71.4928,40.0865,15.088,14.971,16.7773,32.8065,8.72,0.2943,2.53E-11,1023.95,16.7749,23.8838,9.3522,285.444,7.96225,243.01941,117.467,3,2221.1,2,1970.4,9,#N/A,7.997,8.120,319.1,320.2,1780.5,178.4,11.5,80.2,3.6,#N/A,#N/A,10.534,4.31,2.77,#N/A
