Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2022,9,28,2,18,58,NYOS2209,LIS_ARIG,16,1,3,-73.5797,40.9598,1.984,1.969,21.5211,28.8843,7.826,1.7482,5.83E+00,1019.716,21.5208,19.7074,6.2555,191.71,7.45661,228.51878,83.892,2,2022.2,2,1937.0,2,7.620,7.666,7.714,881.3,884.2,1830.9,77.8,28.3,33.8,2.0,0.0,0.0,15.825,1.95,1.25,7.667
2022,9,28,2,17,34,NYOS2209,LIS_ARIG,16,1,2,-73.5797,40.9598,8.019,7.957,21.527,28.8836,7.812,1.7701,5.06E-11,1019.7404,21.5255,19.7056,6.2602,191.854,7.45585,228.49585,83.964,2,2023.4,2,1939.0,2,7.625,7.663,7.711,888.8,891.8,1833.2,77.3,28.5,33.6,2.0,0.0,0.0,15.870,1.93,1.24,7.672
2022,9,28,2,15,51,NYOS2209,LIS_ARIG,16,1,1,-73.5797,40.9598,13.496,13.391,21.5287,28.8858,6.854,1.9351,5.06E-11,1019.7656,21.5262,19.7071,6.2265,190.819,7.45552,228.48555,83.515,2,2023.4,2,1936.6,2,7.626,7.671,7.718,871.6,874.5,1830.1,78.6,28.0,34.1,2.1,0.0,0.0,15.762,1.96,1.26,7.673
2022,9,28,9,0,30,NYOS2209,7.1,26,2,3,-73.7682,40.4484,2.46,2.441,20.0544,32.3134,7.209,0.9254,1.30E+00,1022.7104,20.0539,22.6998,6.9242,211.581,7.50638,229.3709,92.244,2,2176.4,2,1969.7,2,7.906,7.921,7.994,443.4,444.9,1804.2,151.0,14.6,66.7,3.6,0.0,0.0,11.478,3.68,2.38,7.979
2022,9,28,8,58,24,NYOS2209,7.1,26,2,2,-73.7682,40.4484,14.72,14.607,20.1427,32.7778,6.881,0.8508,5.06E-11,1023.0948,20.14,23.031,6.6255,202.389,7.47364,228.29659,88.652,2,2191.1,2,1982.8,2,7.921,7.917,7.987,451.8,453.3,1816.0,152.1,14.8,67.4,3.6,0.0,0.0,11.456,3.69,2.39,7.992
2022,9,28,8,56,49,NYOS2209,7.1,26,2,1,-73.7682,40.4484,23.74,23.556,12.8075,33.4484,6.873,0.1839,5.06E-11,1025.3354,12.8043,25.2296,4.7671,145.309,8.58736,261.75468,55.514,2,2239.9,2,2148.4,2,7.613,7.616,7.786,762.6,765.4,2035.1,82.4,30.8,38.9,1.1,0.0,0.0,16.189,1.97,1.26,7.783
2022,9,28,12,13,50,NYOS2209,6.1,18,3,3,-73.4382,40.5206,2.11,2.094,19.2758,31.9894,6.912,1.158,3.64E+00,1022.6616,19.2754,22.6524,6.6753,203.984,7.63014,233.1635,87.486,2,2169.5,2,2003.9,2,7.824,7.833,7.916,544.4,546.2,1860.2,125.5,18.3,55.6,2.8,0.0,0.0,12.802,3.06,1.98,7.907
2022,9,28,12,12,36,NYOS2209,6.1,18,3,2,-73.4382,40.5206,12.095,12.001,19.3696,32.0644,6.912,1.0068,1.97E-01,1022.739,19.3675,22.6864,6.5938,201.488,7.6134,232.64416,86.608,2,2173.1,2,2004.7,2,7.822,7.839,7.920,539.2,541.0,1859.4,127.3,18.1,56.4,2.8,0.0,0.0,12.707,3.10,2.00,7.903
2022,9,28,12,11,33,NYOS2209,6.1,18,3,1,-73.4382,40.5206,15.574,15.454,18.3613,32.8097,6.912,0.8217,9.45E-02,1023.5755,18.3586,23.5076,5.5582,169.707,7.72434,235.84494,71.957,2,2205.0,2,2048.4,2,7.785,7.797,7.893,583.5,585.6,1908.2,120.2,20.0,53.9,2.5,0.0,0.0,13.223,2.91,1.88,7.880
2022,9,28,18,10,40,NYOS2209,6.2,40,4,4,-73.3168,40.1647,2.347,2.329,20.5451,32.6705,6.917,0.0482,4.81E+01,1022.8531,20.5447,22.8429,7.0414,215.132,7.42347,226.8057,94.853,2,2195.2,2,1953.8,2,7.976,7.985,8.051,381.8,383.1,1768.2,173.3,12.3,76.2,4.3,0.0,0.0,10.614,4.22,2.73,8.042
2022,9,28,18,8,40,NYOS2209,6.2,40,4,3,-73.3168,40.1647,10.309,10.229,20.4166,32.6686,7.079,0.1584,1.23E+01,1022.9205,20.4147,22.8758,7.0231,214.565,7.441,227.33403,94.383,2,2194.2,2,1952.8,2,7.981,7.985,8.053,379.4,380.7,1767.3,173.2,12.3,76.3,4.3,0.0,0.0,10.614,4.21,2.73,8.049
2022,9,28,18,7,9,NYOS2209,6.2,40,4,2,-73.3168,40.1647,24.632,24.442,17.4207,33.305,6.907,0.5759,1.90E+00,1024.2227,17.4167,24.115,7.4464,227.222,7.84045,239.24805,94.973,2,2222.1,2,2021.9,2,7.907,7.888,7.999,440.7,442.3,1859.9,146.5,15.5,66.3,2.9,0.0,0.0,11.826,3.52,2.27,8.018
