Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2022,7,26,14,7,9,NYOS2207,LIS_ARIG,16.6,C01,3,-73.5802,40.9598,3.136,3.111,22.4504,27.1113,7.878,3.1179,9.40E+00,1018.1278,22.4498,22.3973,5.9387,182.285,7.40863,227.4038,80.158,2,1980.4,2,1918.1,2,7.573,7.615,7.649,1035.7,1039.2,1819.7,65.6,32.8,27.6,1.8,0.0,0.0,16.877,1.67,1.07,7.606
2022,7,26,14,5,9,NYOS2207,LIS_ARIG,16.6,C01,2,-73.5802,40.9598,6.253,6.204,20.5912,27.6334,7.631,1.5396,1.22E+00,1019.0299,20.5901,23.3111,3.9815,122.104,7.64051,234.31674,52.111,2,1994.5,2,1980.7,2,7.382,7.433,7.487,1532.6,1537.8,1885.5,44.4,50.8,19.2,1.1,0.0,0.0,18.196,1.12,0.71,7.434
2022,7,26,14,3,7,NYOS2207,LIS_ARIG,16.6,C01,1,-73.5802,40.9598,13.154,13.051,19.2334,28.1176,7.572,0.362,5.52E-02,1019.7706,19.2311,24.0404,3.469,106.312,7.8141,239.47318,44.394,2,2007.7,2,1999.3,2,7.424,7.409,7.478,1557.6,1563.0,1903.4,42.3,53.5,18.6,0.9,0.0,0.0,18.272,1.06,0.67,7.494
2022,7,26,20,26,0,NYOS2207,7.1,21,C02,3,-73.7862,40.5018,2.253,2.236,22.7078,29.8346,8.287,7.134,1.80E+01,1020.113,22.7073,24.366,9.6726,296.317,7.25901,222.37691,133.25,2,2092.6,2,1828.1,2,8.053,8.085,8.119,309.4,310.5,1630.2,188.4,9.6,79.8,5.9,0.0,0.0,9.872,4.70,3.04,8.087
2022,7,26,20,24,47,NYOS2207,7.1,21,C02,2,-73.7862,40.5018,6.781,6.729,18.4666,31.6212,8.085,2.2421,7.66E-01,1022.6026,18.4655,26.8906,7.5342,230.249,7.76412,237.27608,97.041,2,2145.9,2,1972.1,2,7.845,7.860,7.956,485.9,487.6,1825.7,129.7,16.7,58.1,2.8,0.0,0.0,12.483,3.17,2.04,7.940
2022,7,26,20,22,53,NYOS2207,7.1,21,C02,1,-73.7862,40.5018,19.166,19.017,12.6362,32.1211,7.841,0.7354,1.06E-02,1024.3201,12.6338,28.6552,5.9481,181.484,8.68993,265.1386,68.449,2,2182.1,2,2104.4,2,7.578,7.594,7.765,789.4,792.3,1997.9,74.1,32.3,35.0,1.0,0.0,0.0,16.801,1.79,1.14,7.748
2022,7,26,22,58,38,NYOS2207,6.1,19,C03,3,-73.4510,40.5140,2.072,2.056,23.3087,31.5011,8.14,0.5876,2.56E+01,1021.2036,23.3083,25.4387,7.0063,214.405,7.11339,217.68287,98.494,2,2145.0,2,1930.6,2,7.935,7.953,7.977,460.5,462.0,1760.1,156.6,13.9,67.1,4.6,0.0,0.0,11.130,3.86,2.51,7.960
2022,7,26,22,57,18,NYOS2207,6.1,19,C03,2,-73.4510,40.5140,9.241,9.17,21.0345,31.7227,8.076,1.0432,4.10E+00,1022.0312,21.0327,26.2675,6.7015,204.919,7.3993,226.2552,90.583,2,2150.2,2,1955.1,2,7.892,7.907,7.965,475.8,477.4,1796.1,143.7,15.3,63.0,3.7,0.0,0.0,11.739,3.52,2.28,7.950
2022,7,26,22,54,29,NYOS2207,6.1,19,C03,1,-73.4510,40.5140,16.517,16.389,13.8649,32.1776,7.863,1.0555,5.20E-01,1024.1084,13.8627,28.4313,5.9502,181.582,8.46959,258.46606,70.254,2,2177.1,2,2080.3,2,7.627,7.649,7.806,714.0,716.6,1967.9,84.2,28.1,39.4,1.3,0.0,0.0,15.867,2.04,1.30,7.782
2022,7,27,2,40,13,NYOS2207,6.2,39,C04,4,-73.3203,40.1695,2.421,2.402,23.408,31.7464,8.104,0.3823,5.06E-11,1021.3622,23.4076,25.5929,7.0658,216.194,7.09095,216.96284,99.646,2,2150.9,2,1947.2,2,7.901,7.926,7.949,497.7,499.3,1782.3,149.9,15.0,64.4,4.4,0.0,0.0,11.430,3.69,2.41,7.924
2022,7,27,2,38,28,NYOS2207,6.2,39,C04,3,-73.3203,40.1695,13.763,13.657,23.3346,31.7443,8.096,0.45,5.06E-11,1021.431,23.3318,25.6142,7.071,216.348,7.10018,217.24091,99.589,2,2147.7,2,1949.3,2,7.902,7.914,7.938,510.7,512.4,1787.4,146.5,15.4,63.1,4.2,0.0,0.0,11.576,3.60,2.34,7.926
2022,7,27,2,37,10,NYOS2207,6.2,39,C04,2,-73.3203,40.1695,19.342,19.192,12.9626,32.2099,7.957,1.445,5.06E-11,1024.3264,12.96,28.6537,7.0768,215.918,8.62642,263.19929,82.036,2,2180.6,2,2056.7,2,7.716,7.724,7.897,564.8,566.9,1935.0,98.8,22.9,46.5,1.5,0.0,0.0,14.709,2.39,1.52,7.889
2022,7,27,2,34,37,NYOS2207,6.2,39,C04,1,-73.3203,40.1695,37.05,36.762,9.1812,32.6521,7.932,0.1589,5.01E-11,1025.4204,9.1773,29.7422,7.4807,228.017,9.32753,284.30991,80.2,2,2213.8,2,2100.6,2,7.682,7.687,7.915,538.0,540.1,1983.9,92.1,24.6,44.7,1.1,0.0,0.0,15.419,2.21,1.40,7.910
2022,7,27,6,32,38,NYOS2207,6.3,43,C05,4,-73.1942,39.8195,2.174,2.157,25.0358,31.8636,8.148,0.4259,5.06E-11,1020.9717,25.0353,25.1805,6.8244,208.885,6.8891,210.86723,99.06,2,2156.6,2,1932.1,2,7.960,7.967,7.967,474.9,476.5,1754.8,163.6,13.7,69.4,5.3,0.0,0.0,10.852,4.04,2.64,7.960
2022,7,27,6,31,12,NYOS2207,6.3,43,C05,3,-73.1942,39.8195,16.584,16.456,25.0247,31.8562,8.143,0.4627,5.06E-11,1021.0317,25.0212,25.1794,6.818,208.691,6.8907,210.91632,98.945,2,2156.5,2,1931.3,2,7.958,7.969,7.968,472.7,474.2,1753.6,164.0,13.6,69.6,5.3,0.0,0.0,10.835,4.04,2.64,7.957
2022,7,27,6,29,33,NYOS2207,6.3,43,C05,2,-73.1942,39.8195,25.621,25.424,9.6943,32.6314,8.015,0.3549,5.06E-11,1025.2697,9.6915,29.6324,8.5655,261.108,9.22395,281.17982,92.862,2,2206.7,2,2070.3,2,7.751,7.749,7.973,463.8,465.6,1944.4,105.1,20.8,50.8,1.3,0.0,0.0,14.343,2.53,1.60,7.975
2022,7,27,6,26,34,NYOS2207,6.3,43,C05,1,-73.1942,39.8195,40.349,40.037,8.729,32.8362,7.943,0.0732,5.06E-11,1025.6501,8.7249,29.9653,7.4604,227.351,9.41045,286.77759,79.278,2,2216.5,2,2103.7,2,7.687,7.683,7.918,532.7,534.8,1987.4,91.7,24.7,44.8,1.0,0.0,0.0,15.451,2.19,1.39,7.922
2022,7,27,10,22,39,NYOS2207,6.4,65.2,C06,4,-73.0688,39.4760,2.27,2.253,24.9979,31.617,8.215,0.3977,3.25E+01,1020.7974,24.9974,25.0078,6.992,214.054,6.90328,211.33736,101.286,2,2141.1,2,1887.1,2,8.012,8.032,8.032,395.1,396.3,1693.7,182.0,11.4,77.4,6.1,0.0,0.0,10.133,4.50,2.94,8.012
2022,7,27,10,20,56,NYOS2207,6.4,65.2,C06,3,-73.0688,39.4760,13.115,13.015,25.0047,31.6155,8.219,0.4125,3.16E+00,1020.8412,25.0019,25.0052,6.9939,214.112,6.90253,211.31491,101.324,2,2142.3,2,1892.2,2,8.010,8.024,8.023,404.1,405.4,1701.0,179.5,11.7,76.3,6.0,0.0,0.0,10.222,4.43,2.90,8.009
2022,7,27,10,20,56,NYOS2207,6.4,65.2,C06,3,-73.0688,39.4760,13.115,13.015,25.0047,31.6155,8.219,0.4125,3.16E+00,1020.8412,25.0019,25.0052,6.9939,214.112,6.90253,211.31491,101.324,2,2141.2,2,1890.9,2,8.012,8.025,8.024,403.0,404.3,1699.6,179.6,11.6,76.4,6.0,0.0,0.0,10.212,4.44,2.90,8.012
2022,7,27,10,18,31,NYOS2207,6.4,65.2,C06,2,-73.0688,39.4760,26.878,26.671,9.0592,32.7829,8.052,0.5956,1.30E-01,1025.4956,9.0564,29.8653,8.9988,274.257,9.34487,284.80481,96.297,2,2202.8,2,2063.4,2,7.764,7.755,7.990,442.3,444.0,1936.7,106.4,20.3,52.0,1.2,0.0,0.0,14.209,2.56,1.62,7.999
2022,7,27,10,15,18,NYOS2207,6.4,65.2,C06,1,-73.0688,39.4760,62.083,61.601,8.6798,33.077,7.968,-0.0017,2.03E-12,1025.9453,8.6734,30.1612,7.3909,225.188,9.40612,286.5904,78.575,2,2225.5,2,2101.5,2,7.687,7.710,7.946,495.9,497.8,1980.6,98.0,23.0,48.0,1.1,0.0,0.0,14.951,2.33,1.48,7.923
2022,7,27,13,53,17,NYOS2207,6.5,80,C07,6,-72.9407,39.1293,2.398,2.379,25.3743,31.5911,8.214,0.1406,4.64E+00,1020.6651,25.3738,24.87,6.9434,212.593,6.85999,210.03934,101.216,2,2136.8,2,1889.5,2,8.009,8.020,8.014,413.9,415.2,1700.0,177.7,11.8,75.4,6.0,0.0,0.0,10.260,4.40,2.88,8.003
2022,7,27,13,52,5,NYOS2207,6.5,80,C07,5,-72.9407,39.1293,14.795,14.682,22.9507,32.256,8.218,0.4166,1.50E+00,1021.9323,22.9478,26.1135,7.5603,231.207,7.12717,217.96054,106.078,2,2169.8,2,1924.8,2,7.994,8.001,8.031,398.9,400.3,1736.7,175.9,12.1,76.1,5.1,0.0,0.0,10.429,4.30,2.80,8.024
2022,7,27,13,50,35,NYOS2207,6.5,80,C07,4,-72.9407,39.1293,24.494,24.307,10.236,33.1642,8.082,0.7343,8.56E-01,1025.5899,10.2332,29.9425,8.3732,255.163,9.08457,276.84312,92.169,2,2225.2,2,2066.9,2,7.784,7.795,8.013,421.0,422.6,1930.0,118.4,18.5,57.0,1.5,0.0,0.0,13.452,2.84,1.80,8.002
2022,7,27,13,48,27,NYOS2207,6.5,80,C07,3,-72.9407,39.1293,50.398,50.01,8.9668,33.2807,7.99,0.102,4.87E-02,1026.0068,8.9615,30.2682,7.4312,226.392,9.33394,284.35936,79.615,2,2232.0,2,2105.6,2,7.719,7.713,7.946,498.6,500.5,1983.3,99.5,22.9,48.6,1.1,0.0,0.0,14.837,2.37,1.50,7.952
