Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2019,7,24,0,7,43,NYOS1907,1.1,17,1,2,-71.9072,40.9958,2.4,2.4,19.4437,29.8311,4.843,0.9582,11.779,1020.9756,19.4433,20.9652,7.57,231.6,7.70,235.8,98.23,2,2022.1,2,1896.7,9,#N/A,7.775,7.854,607.9,610.0,1777.2,98.9,20.6,44.8,2.4,0.0,0.0,14.031,2.45,1.57,#N/A
2019,7,24,0,6,36,NYOS1907,1.1,17,1,1,-71.9072,40.9958,13.9,13.8,18.2673,30.5798,4.834,1.2958,1.00E-11,1021.8871,18.2650,21.8264,7.87,240.5,7.84,239.8,100.29,2,2065.5,2,1933.2,9,#N/A,7.779,7.875,581.7,583.7,1809.6,103.3,20.3,47.1,2.3,0.0,0.0,13.875,2.54,1.63,#N/A
2019,7,24,5,0,10,NYOS1907,1.2,52,2,6,-71.7920,40.7000,2.1,2.1,21.8080,31.2458,8.104,0.3073,1.38E+00,1021.4299,21.8076,21.4208,7.57,231.5,7.32,223.8,103.42,2,2111.1,2,1918.5,9,#N/A,7.913,7.960,476.0,477.5,1761.9,141.6,15.0,62.1,3.8,0.0,0.0,11.691,3.49,2.26,#N/A
2019,7,24,4,59,25,NYOS1907,1.2,52,2,5,-71.7920,40.7000,8.4,8.3,13.3538,32.0193,8.132,0.3434,2.53E-11,1024.0528,13.3527,24.0153,10.22,312.0,8.57,261.4,119.35,2,2162.4,2,1973.8,9,#N/A,7.887,8.061,366.8,368.2,1822.2,136.9,14.7,64.2,2.2,0.0,0.0,12.145,3.32,2.11,#N/A
2019,7,24,4,58,41,NYOS1907,1.2,52,2,4,-71.7920,40.7000,18.2,18.1,10.2832,32.3365,8.128,0.4919,2.69E-11,1024.9082,10.2811,24.8259,10.45,318.6,9.12,278.2,114.52,2,2186.1,2,2006.3,9,#N/A,7.860,8.080,349.1,350.4,1860.2,130.7,15.4,62.8,1.7,0.0,0.0,12.574,3.15,2.00,#N/A
2019,7,24,4,58,0,NYOS1907,1.2,52,2,3,-71.7920,40.7000,28.3,28.1,8.1859,32.4447,7.930,1.2649,2.53E-11,1025.3701,8.1832,25.2409,8.02,244.5,9.55,291.1,84.00,2,2196.8,2,2084.1,9,#N/A,7.689,7.934,508.8,510.8,1968.9,91.1,24.1,44.8,1.0,0.0,0.0,15.450,2.19,1.38,#N/A
2019,7,24,4,57,10,NYOS1907,1.2,52,2,2,-71.7920,40.7000,38.7,38.4,8.0035,32.4781,7.869,0.2116,2.53E-11,1025.4706,7.9998,25.2937,7.15,218.0,9.59,292.2,74.59,2,2200.9,2,2109.8,9,#N/A,7.628,7.870,597.6,600.0,2001.9,79.5,28.5,39.2,0.8,0.0,0.0,16.495,1.91,1.20,#N/A
2019,7,24,4,55,53,NYOS1907,1.2,52,2,1,-71.7920,40.7000,48.8,48.4,7.9161,32.4915,7.862,0.1311,2.53E-11,1025.5398,7.9114,25.3170,7.03,214.4,9.61,292.8,73.22,2,2204.5,2,2105.4,9,#N/A,7.650,7.895,560.6,562.8,1994.8,83.8,26.8,41.3,0.9,0.0,0.0,16.127,2.01,1.27,#N/A
2019,7,24,8,34,8,NYOS1907,1.3,75,3,6,-71.6793,40.3997,2.4,2.4,23.4477,31.5597,8.161,0.1535,2.47E-02,1021.2094,23.4472,21.1992,7.16,219.0,7.09,217.1,100.89,2,2131.9,2,1920.1,9,#N/A,7.948,7.971,465.3,466.8,1751.5,154.6,14.0,66.7,4.6,0.0,0.0,11.152,3.81,2.48,#N/A
2019,7,24,8,33,24,NYOS1907,1.3,75,3,5,-71.6793,40.3997,13.4,13.3,13.2813,32.1327,8.188,0.5415,2.53E-11,1024.1772,13.2795,24.1175,10.60,323.5,8.57,261.6,123.66,2,2171.8,2,2020.8,9,#N/A,7.796,7.967,470.6,472.3,1887.6,114.4,18.9,53.7,1.8,0.0,0.0,13.539,2.77,1.76,#N/A
2019,7,24,8,32,30,NYOS1907,1.3,75,3,4,-71.6793,40.3997,28.4,28.1,8.5959,32.3510,8.053,1.0917,2.53E-11,1025.2357,8.5930,25.1066,9.34,284.9,9.47,288.6,98.69,2,2190.8,2,2048.2,9,#N/A,7.770,8.012,415.5,417.2,1920.8,108.0,19.4,52.8,1.2,0.0,0.0,14.077,2.60,1.64,#N/A
2019,7,24,8,31,33,NYOS1907,1.3,75,3,3,-71.6793,40.3997,42.3,42.0,7.4851,32.4920,8.002,0.4842,8.16E+03,1025.5720,7.4812,25.3781,8.92,271.8,9.70,295.6,91.93,2,2201.6,2,2079.5,9,#N/A,7.714,7.970,462.9,464.8,1961.1,96.0,22.4,47.5,1.0,0.0,0.0,15.057,2.30,1.45,#N/A
