Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2020,10,19,14,37,23,NYOS2010,LIS_ARIG,16.6,1,3,-73.5820,40.9582,2.1,2.1,17.5120,28.0399,8.163,1.0284,3.40E+01,1020.0731,17.512,20.064,7.220,221.19,8.079,247.51,89.37,2,1962.8,2,1868.1,2,7.676,7.713,7.818,654.0,656.3,1764.3,80.2,23.6,36.5,1.8,0.0,0.0,15.537,2.00,1.27,7.780
2020,10,19,14,35,58,NYOS2010,LIS_ARIG,16.6,1,2,-73.5820,40.9582,8.9,8.9,17.4819,28.0511,8.158,0.884,1.54E+00,1020.1189,17.481,20.080,7.123,218.20,8.083,247.64,88.12,2,1965.2,2,1870.7,2,7.663,7.711,7.817,656.0,658.3,1767.0,80.1,23.7,36.4,1.7,0.0,0.0,15.560,2.00,1.27,7.766
2020,10,19,14,34,45,NYOS2010,LIS_ARIG,16.6,1,1,-73.5820,40.9582,13.0,12.9,17.6749,28.1223,8.142,0.7009,2.04E-01,1020.1469,17.673,20.089,6.962,213.27,8.050,246.60,86.48,2,1967.4,2,1874.9,2,7.660,7.704,7.806,674.5,676.8,1771.6,79.1,24.2,35.9,1.7,0.0,0.0,15.649,1.97,1.25,7.761
2020,10,19,15,47,12,NYOS2010,LIS_WLIS,17.77,2,3,-73.7310,40.8778,1.9,1.9,17.0815,27.1170,8.109,1.2082,2.46E+01,1019.4649,17.081,19.456,7.225,221.47,8.193,251.14,88.19,2,1931.9,2,1863.4,2,7.600,7.640,7.748,772.6,775.3,1769.3,65.7,28.4,29.8,1.4,0.0,0.0,16.905,1.65,1.04,7.707
2020,10,19,15,45,54,NYOS2010,LIS_WLIS,17.77,2,2,-73.7310,40.8778,9.9,9.8,17.1454,27.2886,8.105,0.8774,3.41E-01,1019.6173,17.144,19.573,7.019,215.12,8.174,250.54,85.86,2,1938.3,2,1867.3,2,7.599,7.646,7.753,763.4,766.1,1772.2,67.1,28.0,30.5,1.4,0.0,0.0,16.770,1.68,1.06,7.704
2020,10,19,15,43,51,NYOS2010,LIS_WLIS,17.77,2,1,-73.7310,40.8778,15.2,15.1,17.3552,27.5013,8.105,0.9511,1.57E-02,1019.7557,17.353,19.689,6.915,211.93,8.130,249.17,85.06,2,1942.1,2,1870.2,2,7.616,7.646,7.750,769.8,772.5,1774.6,67.6,28.0,30.8,1.5,0.0,0.0,16.697,1.69,1.07,7.719
2020,10,19,21,1,3,NYOS2010,7.1,18.24,3,3,-73.8008,40.5065,2.0,2.0,16.8140,31.5569,8.434,5.5944,4.22E+00,1022.9252,16.814,22.917,9.254,282.71,8.017,244.92,115.43,2,2161.0,2,1940.2,2,7.939,7.963,8.085,345.9,347.2,1769.1,158.7,12.5,71.3,3.2,0.0,0.0,11.138,3.87,2.48,8.061
2020,10,19,20,59,16,NYOS2010,7.1,18.24,3,2,-73.8008,40.5065,10.0,9.9,16.5135,31.5500,8.415,3.5,1.33E-01,1023.0244,16.512,22.980,8.896,271.77,8.065,246.36,110.32,2,2163.9,2,1953.0,2,7.917,7.942,8.068,362.5,363.8,1787.4,152.4,13.2,68.6,3.0,0.0,0.0,11.427,3.71,2.38,8.043
2020,10,19,20,57,56,NYOS2010,7.1,18.24,3,1,-73.8008,40.5065,15.4,15.2,16.0279,31.5324,8.326,1.203,3.06E-02,1023.1441,16.026,23.076,7.552,230.69,8.143,248.72,92.75,2,2165.3,2,1984.0,2,7.848,7.877,8.009,424.9,426.4,1834.3,133.9,15.7,60.6,2.5,0.0,0.0,12.360,3.26,2.08,7.979
2020,10,20,0,40,49,NYOS2010,7.2,39.2,4,4,-73.6510,40.1053,3.1,3.0,17.4431,32.2704,8.386,0.8538,2.53E-11,1023.3296,17.443,23.316,7.700,235.14,7.886,240.83,97.64,2,2187.7,2,1983.6,2,7.903,7.915,8.026,407.9,409.3,1820.4,148.7,14.4,66.8,3.0,0.0,0.0,11.647,3.62,2.32,8.015
