Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2020,2,4,18,38,19,NYOS2002,LIS_ARIG,15.8,1,2,-73.5783,40.9597,2.685,2.555,3.8349,26.8879,8.132,1.0778,3.20E-02,1021.4321,3.834,21.3534,10.9253,334.282,10.98112,335.99018,99.492,2,1942.7,2,1848.2,2,7.662,7.729,8.043,350.8,352.3,1752.8,75.4,20.0,38.4,0.7,0.0,0.0,16.276,1.87,1.15,7.970
2020,2,4,18,37,4,NYOS2002,LIS_ARIG,15.8,1,1,-73.5783,40.9597,10.411,10.33,3.8306,26.8875,8.132,1.0199,5.86E-01,1021.4025,3.8301,21.3534,10.9516,335.086,10.9823,336.02635,99.72,2,1942.4,2,1852.7,2,7.667,7.714,8.026,365.7,367.2,1759.0,72.8,20.9,37.1,0.7,0.0,0.0,16.563,1.80,1.11,7.976
2020,2,4,19,59,50,NYOS2002,LIS_WLIS,18.5,2,2,-73.7282,40.8810,1.559,1.547,4.2238,25.4144,8.163,2.0289,2.73E+01,1020.1601,4.2237,20.1527,11.8372,362.611,10.98477,336.49739,107.76,2,1934.1,2,1847.1,2,7.691,7.726,8.032,365.0,366.5,1754.6,71.8,20.7,35.1,0.7,0.0,0.0,16.866,1.79,1.10,7.995
2020,2,4,19,58,32,NYOS2002,LIS_WLIS,18.5,2,1,-73.7282,40.8810,15.324,15.205,3.7614,26.646,8.133,1.7229,2.86E-02,1021.2395,3.7606,21.1671,11.0004,336.643,11.01913,337.21484,99.83,2,1938.1,2,1871.1,2,7.657,7.641,7.947,445.7,447.6,1784.6,61.0,25.5,31.1,0.6,0.0,0.0,17.963,1.51,0.93,7.965
2020,2,5,1,0,5,NYOS2002,7.1,21.62,3,3,-73.7898,40.5000,1.738,1.725,6.224,28.9696,8.319,0.6439,2.53E-11,1022.7738,6.2238,22.7657,11.1075,339.389,10.22216,312.33645,108.661,2,2111.3,2,1957.2,2,7.843,7.852,8.137,297.1,298.4,1828.1,113.8,15.4,54.4,1.2,0.0,0.0,13.600,2.80,1.74,8.127
2020,2,5,0,58,44,NYOS2002,7.1,21.62,3,2,-73.7898,40.5000,8.497,8.431,6.8231,32.1894,8.258,0.386,2.53E-11,1025.2679,6.8224,25.2288,9.735,296.737,9.86818,300.79613,98.651,2,2206.2,2,2044.1,2,7.799,7.818,8.092,339.9,341.3,1907.9,119.3,16.9,58.5,1.2,0.0,0.0,13.391,2.88,1.82,8.072
2020,2,5,0,57,10,NYOS2002,7.1,21.62,3,1,-73.7898,40.5000,17.739,17.602,7.629,32.9947,8.215,0.6355,2.53E-11,1025.8338,7.6273,25.7527,8.8753,270.393,9.63647,293.58337,92.101,2,2230.3,2,2073.6,2,7.775,7.792,8.052,379.7,381.2,1938.8,116.5,18.3,57.1,1.2,0.0,0.0,13.618,2.80,1.77,8.033
2020,2,5,4,44,18,NYOS2002,7.2,39.7,4,4,-73.6455,40.1060,1.489,1.477,6.5809,32.155,8.307,0.7575,4.25E+00,1025.2397,6.5808,25.2328,10.4613,318.875,9.92597,302.5564,105.393,2,2195.4,2,2027.0,2,7.833,7.835,8.114,319.7,321.0,1888.2,122.7,16.0,60.5,1.3,0.0,0.0,13.114,2.97,1.87,8.112
2020,2,5,4,43,0,NYOS2002,7.2,39.7,4,3,-73.6455,40.1060,10.191,10.112,6.9159,32.9131,8.291,0.8463,2.53E-11,1025.8332,6.915,25.7864,10.2012,310.778,9.80027,298.56387,104.091,2,2209.5,2,2044.0,2,7.830,7.817,8.089,341.1,342.4,1906.1,121.0,16.8,60.1,1.2,0.0,0.0,13.222,2.91,1.84,8.103
2020,2,5,4,43,0,NYOS2002,7.2,39.7,4,3,-73.6455,40.1060,10.191,10.112,6.9159,32.9131,8.291,0.8463,2.53E-11,1025.8332,6.915,25.7864,10.2012,310.778,9.80027,298.56387,104.091,2,2209.7,2,2041.6,2,7.825,7.823,8.095,335.4,336.8,1902.5,122.6,16.5,60.9,1.3,0.0,0.0,13.123,2.95,1.86,8.097
