Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2019,5,29,15,43,48,NYOS1905,LIS_ARIG,16,1,3,-73.5790,40.9618,1.699,1.686,15.5213,23.8239,8.123,3.0632,2.24E+01,1017.278,15.521,17.2704,9.5395,293.052,8.62191,264.86399,110.643,2,1822.0,2,1673.7,9,#N/A,7.953,8.094,309.6,310.7,1551.8,109.8,12.2,48.2,2.5,0.0,0.0,12.802,2.80,1.74,#N/A
2019,5,29,15,41,23,NYOS1905,LIS_ARIG,16,1,2,-73.5790,40.9618,7.538,7.479,15.2547,23.8534,8.054,3.0356,8.31E-01,1017.381,15.2537,17.3473,9.6498,296.418,8.66707,266.23142,111.339,2,1827.1,2,1689.3,9,#N/A,7.922,8.066,334.0,335.2,1572.7,103.3,13.2,45.4,2.3,0.0,0.0,13.307,2.64,1.63,#N/A
2019,5,29,15,40,27,NYOS1905,LIS_ARIG,16,1,1,-73.5790,40.9618,14.898,14.782,11.3886,24.8765,7.938,2.3565,2.62E-02,1018.9116,11.3869,18.8438,7.3295,224.814,9.34009,286.48349,78.474,2,1857.9,2,1777.1,9,#N/A,7.719,7.914,489.7,491.6,1686.2,69.1,21.8,32.3,1.1,0.0,0.0,16.655,1.74,1.07,#N/A
2019,5,29,16,58,0,NYOS1905,LIS_WLIS,18,2,3,-73.7298,40.8802,1.791,1.777,15.6784,23.0675,8.329,7.7394,1.69E+01,1016.6668,15.6781,16.6588,12.6748,389.604,8.63438,265.40681,146.795,2,1801.0,2,1576.1,9,#N/A,8.163,8.306,174.3,174.9,1409.6,159.6,6.8,68.0,4.1,0.0,0.0,10.161,4.10,2.53,#N/A
2019,5,29,16,57,10,NYOS1905,LIS_WLIS,18,2,2,-73.7298,40.8802,7.703,7.643,14.9311,23.5063,8.069,4.821,1.09E-01,1017.1801,14.93,17.1456,9.9031,304.26,8.7431,268.62005,113.268,2,1829.2,2,1713.6,9,#N/A,7.860,8.007,391.8,393.2,1607.8,90.1,15.7,39.3,1.9,0.0,0.0,14.484,2.30,1.42,#N/A
2019,5,29,16,56,6,NYOS1905,LIS_WLIS,18,2,1,-73.7298,40.8802,14.338,14.226,11.8235,24.5601,7.902,2.0284,1.11E-13,1018.5917,11.8219,18.5266,7.0182,215.332,9.27124,284.46015,75.699,2,1855.2,2,1798.3,9,#N/A,7.637,7.819,623.0,625.4,1714.0,56.9,27.3,26.4,0.9,0.0,0.0,18.073,1.44,0.89,#N/A
2019,5,30,2,48,15,NYOS1905,6.15,28,3,3,-73.3915,40.3458,2.324,2.306,15.6527,28.6572,8.112,0.8019,1.78E-01,1020.9606,15.6523,20.9503,8.6411,264.497,8.34869,255.54641,103.502,2,2026.6,2,1836.8,9,#N/A,7.914,8.137,278.9,280.0,1691.9,132.5,12.4,67.8,1.9,0.0,0.0,11.710,3.21,2.03,#N/A
2019,5,30,2,50,39,NYOS1905,6.15,28,3,2,-73.3915,40.3458,8.744,8.677,14.7545,29.0189,8.093,0.8508,8.16E+03,1021.4564,14.7533,21.4174,8.8607,271.096,8.48195,259.50667,104.466,2,2040.2,2,1862.4,9,#N/A,7.919,8.072,346.0,347.2,1719.3,129.6,13.5,59.3,2.5,0.0,0.0,12.210,3.20,2.03,#N/A
2019,5,30,2,51,31,NYOS1905,6.15,28,3,1,-73.3915,40.3458,23.209,23.03,10.1426,31.6506,8.04,0.4212,2.53E-11,1024.4197,10.14,24.3147,9.2519,282.264,9.19163,280.42417,100.656,2,2143.9,2,1975.3,9,#N/A,7.888,8.026,413.2,414.7,1832.2,127.4,15.7,54.5,2.4,0.0,0.0,12.913,3.16,2.00,#N/A
2019,5,30,8,30,0,NYOS1905,6.3,45,4,from profile,-73.1968,39.8223,13,13,10.1576,32.1728,8.031,0.3265,2.53E-11,1024.778,10.1561,24.7192,10.1612,309.883,9.15797,279.2867,110.955,2,2183.7,2,2000.0,9,#N/A,7.871,8.094,336.7,338.0,1852.0,133.1,14.9,63.8,1.7,0.0,0.0,12.442,3.22,2.03,#N/A
2019,5,30,8,29,34,NYOS1905,6.3,45,4,4,-73.1968,39.8223,15.404,15.286,9.9397,32.2004,8.017,0.3484,8.16E+03,1024.8466,9.938,24.7768,9.6791,295.162,9.19996,280.55152,105.208,2,2184.3,2,2028.0,9,#N/A,7.806,8.030,398.2,399.8,1893.7,116.5,17.8,56.1,1.5,0.0,0.0,13.463,2.81,1.78,#N/A
2019,5,30,8,28,49,NYOS1905,6.3,45,4,3,-73.1968,39.8223,24.141,23.955,8.217,32.3005,7.934,0.465,2.53E-11,1025.2334,8.2146,25.1232,8.9817,273.804,9.55225,291.19628,94.027,2,2182.0,2,2074.2,9,#N/A,7.679,7.922,521.3,523.3,1961.4,88.1,24.7,43.5,1.0,0.0,0.0,15.646,2.12,1.34,#N/A
2019,5,30,8,28,8,NYOS1905,6.3,45,4,2,-73.1968,39.8223,33.351,33.093,6.4132,32.5874,7.85,0.3337,2.53E-11,1025.749,6.4104,25.5955,7.6989,234.59,9.93633,302.76515,77.483,2,2204.0,2,2102.2,9,#N/A,7.657,7.926,515.6,517.7,1991.6,84.6,25.9,42.4,0.8,0.0,0.0,16.057,2.03,1.28,#N/A
2019,5,30,8,27,7,NYOS1905,6.3,45,4,1,-73.1968,39.8223,43.081,42.747,6.4333,32.8718,7.86,0.0706,2.53E-11,1026.0155,6.4297,25.8173,7.39,225.128,9.91302,301.98955,74.548,2,2203.1,2,2095.8,9,#N/A,7.669,7.939,498.3,500.3,1983.4,87.4,25.0,44.0,0.8,0.0,0.0,15.765,2.09,1.32,#N/A
2019,5,30,12,26,25,NYOS1905,6.4,65,5,6,-73.0705,39.4762,1.683,1.67,15.4715,31.2149,8.044,0.1099,3.99E+01,1022.9619,15.4712,22.9544,8.2774,252.867,8.24872,251.99191,100.347,2,2124.9,2,1953.3,9,#N/A,7.863,8.004,423.6,425.2,1810.5,126.8,16.0,58.4,2.3,0.0,0.0,12.592,3.10,1.98,#N/A
2019,5,30,12,25,26,NYOS1905,6.4,65,5,5,-73.0705,39.4762,10.947,10.863,15.2403,31.4585,8.026,0.163,9.25E+00,1023.2405,15.2387,23.1921,8.3447,254.865,8.27443,252.71852,100.849,2,2138.2,2,1970.5,9,#N/A,7.849,7.992,437.9,439.4,1829.3,124.6,16.6,57.4,2.2,0.0,0.0,12.773,3.03,1.93,#N/A
