Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2020,6,2,12,29,0,NYOS2006,2.1,33,C01,1,-72.1980,40.8617,2,1.985,12.8959,30.94,#N/A,#N/A,#N/A,1023.3181,12.8956,23.3092,1.31,40.0,8.70,265.8,15.037,2,2115.2,2,1953.1,2,7.830,7.845,8.024,398.4,399.8,1816.8,120.0,16.3,56.5,1.9,0.0,0.0,12.992,2.93,1.86,8.009
2020,6,2,12,29,0,NYOS2006,2.1,33,C01,1,-72.1980,40.8617,26.8,26.593,9.3439,31.93,#N/A,#N/A,#N/A,1024.6899,9.3411,24.5682,1.23,37.6,9.34,285.0,13.201,2,2166.9,2,2054.5,2,7.677,7.697,7.924,518.3,520.3,1940.1,90.8,23.7,44.3,1.1,0.0,0.0,15.366,2.19,1.38,7.902
2020,6,2,16,15,0,NYOS2006,2.2,53,C03,1,-72.0877,40.5704,2.6,2.58,13.7418,31.48,#N/A,#N/A,#N/A,1023.5982,13.7414,23.5866,1.25,38.2,8.52,260.2,14.699,2,2143.5,2,1970.9,2,7.851,7.860,8.027,400.2,401.7,1827.9,127.1,15.9,59.2,2.1,0.0,0.0,12.650,3.10,1.97,8.018
2020,6,2,16,15,0,NYOS2006,2.2,53,C03,1,-72.0877,40.5704,25,24.807,8.9925,32.32,#N/A,#N/A,#N/A,1025.2545,8.9899,25.1409,1.25,38.0,9.38,285.9,13.288,2,2195.6,2,2037.5,2,7.794,7.808,8.046,382.1,383.6,1902.5,117.4,17.6,56.9,1.4,0.0,0.0,13.451,2.83,1.79,8.032
2020,6,2,16,15,0,NYOS2006,2.2,53,C03,1,-72.0877,40.5704,50,49.611,7.1833,32.49,#N/A,#N/A,#N/A,1025.7326,7.1788,25.5033,1.11,33.8,9.76,297.4,11.347,2,2206.8,2,2096.5,2,7.671,7.681,7.940,499.9,501.9,1982.5,89.5,24.5,44.3,0.9,0.0,0.0,15.639,2.14,1.35,7.929
2020,6,2,18,36,0,NYOS2006,3.2,53,C05,1,-72.3856,40.4307,3,2.977,13.9001,31.20,#N/A,#N/A,#N/A,1023.2746,13.8997,23.2612,1.16,35.5,8.52,260.1,13.667,2,2127.5,2,1954.9,2,7.851,7.866,8.030,394.6,396.1,1812.4,126.9,15.6,59.1,2.1,0.0,0.0,12.605,3.10,1.97,8.015
2020,6,2,18,36,0,NYOS2006,3.2,53,C05,1,-72.3856,40.4307,25,24.807,9.6411,32.51,#N/A,#N/A,#N/A,1025.2497,9.6384,25.1364,1.33,40.7,9.24,281.6,14.443,2,2204.4,2,2012.5,2,7.871,7.883,8.114,321.1,322.3,1859.8,138.2,14.5,66.4,1.7,0.0,0.0,12.229,3.33,2.10,8.102
2020,6,2,18,36,0,NYOS2006,3.2,53,C05,1,-72.3856,40.4307,49,48.619,7.246,32.67,#N/A,#N/A,#N/A,1025.7411,7.2416,25.5165,1.14,34.6,9.74,296.9,11.638,2,2204.4,2,2103.1,2,7.645,7.654,7.910,538.0,540.2,1992.3,84.6,26.3,42.1,0.9,0.0,0.0,16.038,2.02,1.28,7.900
2020,6,2,21,17,0,NYOS2006,3.1,30,C07,1,-72.5023,40.7529,28,27.784,10.1991,31.72,#N/A,#N/A,#N/A,1024.476,10.196,24.3493,1.18,35.9,9.18,280.0,12.826,2,2155.0,2,2031.5,2,7.724,7.731,7.946,488.8,490.7,1912.8,97.0,21.7,46.9,1.2,0.0,0.0,14.797,2.34,1.48,7.939
2020,6,8,12,43,0,NYOS2006,4.1,28,C09,1,-72.8124,40.6757,2,1.985,14.6672,31.28,#N/A,#N/A,#N/A,1023.2536,14.6669,23.2447,1.23,37.7,8.37,255.8,14.755,2,2127.5,2,1963.2,2,7.815,7.844,7.997,431.3,432.9,1824.5,122.1,16.7,56.6,2.1,0.0,0.0,12.887,2.98,1.90,7.967
2020,6,8,12,43,0,NYOS2006,4.1,28,C09,1,-72.8124,40.6757,24,23.815,10.7535,31.61,#N/A,#N/A,#N/A,1024.3555,10.7507,24.2472,1.25,38.2,9.07,276.7,13.804,2,2152.2,2,2027.4,2,7.718,7.736,7.943,493.5,495.4,1908.0,97.9,21.5,47.1,1.3,0.0,0.0,14.717,2.37,1.50,7.924
2020,6,8,15,3,0,NYOS2006,4.2,49,C11,1,-72.7105,40.3903,2,1.985,16.1094,30.89,#N/A,#N/A,#N/A,1022.5842,16.1091,22.5753,1.20,36.6,8.16,249.4,14.688,2,2107.4,2,1936.0,2,7.856,7.869,8.000,425.6,427.1,1793.6,126.7,15.8,58.0,2.5,0.0,0.0,12.540,3.10,1.98,7.987
2020,6,8,15,3,0,NYOS2006,4.2,49,C11,1,-72.7105,40.3903,23.8,23.617,9.0882,32.13,#N/A,#N/A,#N/A,1024.9784,9.0857,24.8702,1.16,35.5,9.38,285.9,12.396,2,2178.0,2,2029.0,2,7.770,7.790,8.026,400.3,401.9,1898.9,111.7,18.4,54.4,1.3,0.0,0.0,13.766,2.69,1.70,8.005
2020,6,8,15,3,0,NYOS2006,4.2,49,C11,1,-72.7105,40.3903,46.8,46.436,7.7815,32.36,#N/A,#N/A,#N/A,1025.444,7.7771,25.23,1.07,32.5,9.64,293.9,11.049,2,2175.7,2,2099.1,2,7.567,7.588,7.830,652.2,654.8,1996.4,71.5,31.3,35.7,0.7,0.0,0.0,17.124,1.71,1.08,7.807
2020,6,8,17,10,0,NYOS2006,5.2,43,C13,1,-73.0118,40.2684,2,1.985,16.2489,31.41,#N/A,#N/A,#N/A,1023.0055,16.2486,22.9967,1.15,35.2,8.11,247.7,14.22,2,2135.0,2,1946.1,2,7.887,7.900,8.029,397.6,399.0,1793.5,137.9,14.6,62.9,2.7,0.0,0.0,12.009,3.37,2.15,8.016
2020,6,8,17,10,0,NYOS2006,5.2,43,C13,1,-73.0118,40.2684,20,19.846,9.7882,32.34,#N/A,#N/A,#N/A,1025.093,9.786,25.0025,1.30,39.6,9.22,281.0,14.103,2,2191.3,2,2009.9,2,7.854,7.863,8.091,339.7,341.0,1863.1,131.6,15.2,63.4,1.7,0.0,0.0,12.547,3.17,2.01,8.081
2020,6,8,17,10,0,NYOS2006,5.2,43,C13,1,-73.0118,40.2684,40,39.689,7.8939,32.23,#N/A,#N/A,#N/A,1025.5541,7.8901,25.3714,1.17,35.8,9.61,292.8,12.205,2,2180.6,2,2032.1,2,7.765,7.787,8.041,382.7,384.2,1902.8,110.9,18.3,54.7,1.2,0.0,0.0,13.823,2.67,1.68,8.017
2020,6,8,19,48,0,NYOS2006,5.1,25,C15,1,-73.1259,40.5767,22,21.83,11.2466,31.74,#N/A,#N/A,#N/A,1024.296,11.244,24.197,1.23,37.4,8.97,273.7,13.677,2,2152.8,2,2011.0,2,7.767,7.780,7.981,447.9,449.6,1883.8,107.9,19.2,51.7,1.5,0.0,0.0,13.938,2.61,1.65,7.968
