Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Bottle ID,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2024,9,,,,,NYOS2409,8.5,66,C08,3,-72.75491667,39.60186667,30.212,29.979,8.7158,31.9976,7.862,0.634,5.95E-01,1024.9494,8.7127,24.8118,7.3902,225.355,9.46453,288.60964,78.083,C033,,2180.417633,,2099.79399,,,7.603845708,7.834325517,653.7390417,656.3082156,1995.353864,73.97260609,30.46751922,36.31149857,0.8220096423,0,0,16.94330972,1.782961992,1.125265073,
2024,9,,,,,NYOS2409,8.5,66,C08,2,-72.75491667,39.60186667,45.15,44.801,7.8573,32.0225,7.832,0.1044,8.78E-02,1025.1636,7.8531,24.9571,7.2877,222.198,9.64772,294.15411,75.538,C032,,2182.126628,,2111.250442,,,7.573978487,7.814411652,683.6494192,686.3665019,2009.600387,68.84719321,32.80286257,34.1277883,0.7197184145,0,0,17.44104061,1.654340886,1.042952907,
2024,9,,,,,NYOS2409,8.5,66,C08,1,-72.75491667,39.60186667,65.917,65.404,11.1215,33.8135,7.971,-0.0126,6.57E-03,1026.127,11.1134,25.8312,6.4968,197.914,8.87648,270.40898,73.191,C031,,2252.285366,,2126.737869,,,7.702898502,7.902605141,565.1877706,567.3405588,2002.506917,100.1613195,24.06963215,48.20077426,1.267824517,0,0,14.81099636,2.374886299,1.511596179,
2024,9,,,,,NYOS2409,8.5,66,C08,1,-72.75491667,39.60186667,65.917,65.404,11.1215,33.8135,7.971,-0.0126,6.57E-03,1026.127,11.1134,25.8312,6.4968,197.914,8.87648,270.40898,73.191,C030,,2251.365907,,2129.455493,,,7.6935192,7.892732566,579.3843688,581.5912316,2006.66774,98.11353115,24.67422219,47.24485914,1.239328884,0,0,14.96411926,2.326331983,1.480691744,
2024,9,,,,,NYOS2409,8.6,123,C09,7,-72.58955,39.35846667,2.165,2.148,21.1133,32.3713,8.2,0.0644,5.21E+00,1022.4731,21.1129,22.4638,7.2469,221.495,7.3601,224.95295,98.463,C043,,2190.994143,,1962.793511,,,7.963132772,8.020684857,415.4954525,416.8900231,1784.351541,165.1960505,13.24592007,72.02573219,4.234516628,0,0,10.92982649,4.032558154,2.614807674,
2024,9,,,,,NYOS2409,8.6,123,C09,6,-72.58955,39.35846667,19.905,19.752,12.2981,32.3161,8.026,0.8535,2.35E+00,1024.539,12.2955,24.4499,7.9426,242.284,8.74084,266.6359,90.867,C042,,2191.643336,,2052.877574,,,7.760564999,7.94623133,500.4486698,502.3261565,1924.935149,107.2444821,20.69794261,50.69583923,1.534944574,0,0,14.12775476,2.588164715,1.644788238,
2024,9,,,,,NYOS2409,8.6,123,C09,5,-72.58955,39.35846667,30.693,30.458,11.1487,32.4781,7.984,0.3563,8.35E-01,1024.9246,11.145,24.7866,7.5743,230.974,8.94686,272.83063,84.658,C041,,2198.25511,,2075.070736,,,7.717286495,7.918180557,536.4902758,538.5330373,1954.078265,97.99009903,23.00237149,46.92202637,1.286952171,0,0,14.85451851,2.356826658,1.495333011,
2024,9,,,,,NYOS2409,8.6,123,C09,5,-72.58955,39.35846667,30.693,30.458,11.1487,32.4781,7.984,0.3563,8.35E-01,1024.9246,11.145,24.7866,7.5743,230.974,8.94686,272.83063,84.658,C040,,2197.775706,,2075.222053,,,7.715650826,7.916460369,538.7356065,540.7869174,1954.499625,97.62378584,23.09864151,46.75902533,1.28186479,0,0,14.88100415,2.34801621,1.489743057,
2024,9,,,,,NYOS2409,8.6,123,C09,4,-72.58955,39.35846667,40.088,39.779,10.3881,32.5845,7.963,0.0756,3.42E-01,1025.1827,10.3835,25.0018,7.4438,226.947,9.08829,277.08529,81.905,C039,,2201.30132,,2085.239239,,,7.69661366,7.907726702,549.4550036,551.5678407,1967.358214,93.74484474,24.13618048,45.29979331,1.166255277,0,0,15.20741204,2.248911335,1.42544883,
2024,9,,,,,NYOS2409,8.6,123,C09,3,-72.58955,39.35846667,60.419,59.951,11.4484,33.4969,8.018,-0.025,5.75E-02,1025.7964,11.4409,25.5256,7.0851,215.903,8.83274,269.15649,80.215,C038,,2247.264137,,2103.578861,,,7.752983016,7.950206069,500.715894,502.6150705,1971.829964,110.6109907,21.13790638,52.76933038,1.454321176,0,0,14.05138098,2.630565238,1.674188611,
2024,9,,,,,NYOS2409,8.6,123,C09,2,-72.58955,39.35846667,90.902,90.191,12.0496,34.6246,8.02,-0.0463,1.55E-03,1026.6958,12.0378,26.2903,6.1341,186.783,8.65968,263.6864,70.835,C037,,2296.359445,,2145.680416,,,7.751813211,7.938936352,522.4228256,524.3890305,2008.515989,115.6699863,21.4944409,54.98014983,1.535100718,0,0,13.83242696,2.717615988,1.735699462,
2024,9,,,,,NYOS2409,8.6,123,C09,1,-72.58955,39.35846667,120.669,119.717,12.0055,35.097,8.006,-0.0647,4.01E-14,1027.2042,11.9898,26.6665,5.6285,171.324,8.64189,263.04818,65.13,C036,,2313.029641,,2156.348859,,,7.75887028,7.945979263,513.6087663,515.5428968,2015.925101,119.319041,21.1047173,56.91000671,1.568031319,0,0,13.62786947,2.78020849,1.777456806,
2024,9,,,,,NYOS2409,8.7,1500,C10,8,-72.4213,39.11561833,2.56,2.54,23.6292,33.5038,8.238,-0.0233,4.92E+00,1022.6287,23.6286,22.6178,6.7094,205.033,6.9924,213.68259,95.952,C052,,2245.86914,,1985.249669,,,8.003090987,8.023329889,417.8643146,419.2239943,1785.422471,187.4428682,12.38433035,80.10393216,5.46669412,0,0,10.26075131,4.554836368,2.981806077,
2024,9,,,,,NYOS2409,8.7,1500,C10,7,-72.4213,39.11561833,20.12,19.966,24.3361,34.2427,8.236,0.0013,3.96E+00,1023.0555,24.3318,22.9698,6.5649,200.549,6.87813,210.11829,95.446,C051,,2285.689878,,2002.323219,,,8.028675041,8.037855823,404.6899218,405.9953798,1787.74059,202.8509134,11.73171571,86.14612953,6.110710068,0,0,9.887430955,4.89386004,3.21573863,
2024,9,,,,,NYOS2409,8.7,1500,C10,7,-72.4213,39.11561833,20.12,19.966,24.3361,34.2427,8.236,0.0013,3.96E+00,1023.0555,24.3318,22.9698,6.5649,200.549,6.87813,210.11829,95.446,C050,,2286.730014,,2002.767737,,,8.029561674,8.0387437,403.8741704,405.1769969,1787.788207,203.2714629,11.70806757,86.28502522,6.123215666,0,0,9.879241719,4.904005965,3.222405482,
