Year ,Month,Day,Hour,Minute,Second,Cruise,Station,Bot.depth [m],Cast,Niskin_Bottle#,Longitude,Latitude,Pressure [db],Depth [m],Temp [°C],Salinity,pH_CTD,Flouresence,PAR%,Density [g/L],pTemp [°C],Sigma_Density [g/L],DO [mg/L],DO [umol/kg],DO_solubility [mg/L],DO_solubility [umol/kg],DO%,Flag_TA,TA [umol/kg],Flag_DIC,DIC [umol/kg],Flag_pH_Spec,pH_Spec [25 degC],pH_from_DIC-TA [25 degC],pH_from_DIC-TA_in situ ,fCO2 [uatm],pCO2 [uatm],HCO3 [umol/kg SW],CO3 [umol/kg SW],CO2 [umol/kg SW],B-Alk [umol/kg SW],OH [umol/kg SW],P-Alk [umol/kg SW],Si-Alk [umol/kg SW],Revelle_factor,ΩCa,ΩAr,pH_from_SpecpH-TA_in situ 
2022,2,1,17,38,59,NYOS2202,LIS_ARIG,18,1,3,-73.5827,40.9607,2.4,2.4,1.5338,26.8223,8.488,6.0618,1.71E+00,1021.4623,1.534,21.451,16.262,497.53,11.644,356.25,139.66,2,1968.2,2,1793.2,1,#N/A,7.955,8.321,171.8,172.6,1659.7,122.8,10.7,61.8,1.1,0.0,0.0,12.406,3.05,1.87,#N/A
2022,2,1,17,37,15,NYOS2202,LIS_ARIG,18,1,2,-73.5827,40.9607,6.1,6.1,1.5713,26.8475,8.482,7.3637,2.55E-01,1021.4982,1.571,21.469,16.341,499.94,11.631,355.84,140.50,2,1968.5,2,1802.1,1,#N/A,7.933,8.297,183.0,183.8,1673.4,117.4,11.4,59.3,1.0,0.0,0.0,12.750,2.91,1.79,#N/A
2022,2,1,17,35,33,NYOS2202,LIS_ARIG,18,1,1,-73.5827,40.9607,14.4,14.3,2.2882,27.0701,8.345,4.12,4.62E-14,1021.676,2.288,21.607,13.798,422.08,11.402,348.77,121.02,2,1970.5,2,1841.8,1,#N/A,7.828,8.174,252.7,253.7,1731.7,94.9,15.3,48.2,0.8,0.0,0.0,14.487,2.35,1.45,#N/A
2022,2,1,19,3,22,NYOS2202,LIS_WLIS,18.57,2,3,-73.7297,40.8815,2.6,2.6,0.9658,26.3850,8.597,9.289,1.08E+00,1021.138,0.966,21.125,15.314,468.67,11.853,362.76,129.20,2,1967.9,2,1767.3,1,#N/A,8.023,8.402,138.9,139.5,1619.4,139.1,8.9,69.1,1.2,0.0,0.0,11.525,3.46,2.12,#N/A
2022,2,1,19,2,1,NYOS2202,LIS_WLIS,18.57,2,2,-73.7297,40.8815,8.2,8.1,1.0068,26.4170,8.596,9.8824,6.41E-03,1021.1885,1.007,21.149,15.027,459.86,11.838,362.29,126.94,2,1968.6,2,1767.7,1,#N/A,8.023,8.401,139.1,139.7,1619.4,139.4,8.9,69.2,1.2,0.0,0.0,11.512,3.46,2.12,#N/A
2022,2,1,18,59,55,NYOS2202,LIS_WLIS,18.57,2,1,-73.7297,40.8815,16.5,16.4,1.2492,26.5929,8.566,8.6756,4.72E-14,1021.3595,1.249,21.280,13.967,427.38,11.749,359.52,118.88,2,1967.5,2,1777.9,1,#N/A,7.994,8.366,152.3,152.9,1636.3,132.0,9.6,66.0,1.2,0.0,0.0,11.880,3.27,2.01,#N/A
2022,2,2,1,47,50,NYOS2202,7.1,22,3,3,-73.7965,40.4965,2.3,2.3,4.9922,32.8894,8.341,0.3188,2.04E+03,1026.0138,4.992,26.003,9.285,282.81,10.254,312.32,90.55,2,2238.8,2,2070.2,2,7.810,7.821,8.125,313.6,314.8,1930.8,122.9,16.6,61.2,1.1,0.0,0.0,13.250,2.96,1.86,8.113
2022,2,2,1,46,6,NYOS2202,7.1,22,3,2,-73.7965,40.4965,10.1,10.0,5.2806,33.0002,8.34,0.3352,5.06E-11,1026.105,5.280,26.058,8.867,270.07,10.176,309.94,87.14,2,2239.8,2,2070.7,2,7.751,7.821,8.119,317.8,319.1,1930.9,123.2,16.6,61.4,1.1,0.0,0.0,13.223,2.97,1.87,8.046
2022,2,2,1,44,22,NYOS2202,7.1,22,3,1,-73.7965,40.4965,18.3,18.2,5.7276,33.2004,8.338,0.4059,2.04E+03,1026.2486,5.726,26.164,8.394,255.63,10.056,306.24,83.47,2,2244.9,2,2073.3,2,7.784,7.823,8.115,322.1,323.4,1931.9,124.9,16.5,62.1,1.2,0.0,0.0,13.124,3.00,1.89,8.073
2022,2,2,6,48,16,NYOS2202,7.2,36.74,4,3,-73.6500,40.1023,2.7,2.7,6.3641,33.4615,8.332,0.6101,1.00E+05,1026.3035,6.364,26.291,8.917,271.52,9.890,301.16,90.16,2,2250.0,2,2068.3,2,7.821,7.842,8.125,314.6,315.9,1921.2,131.2,15.8,65.0,1.3,0.0,0.0,12.746,3.16,1.99,8.103
2022,2,2,6,45,50,NYOS2202,7.2,36.74,4,2,-73.6500,40.1023,15.0,14.9,6.3759,33.4627,8.332,0.5649,1.00E+05,1026.3597,6.375,26.291,8.625,262.63,9.888,301.07,87.23,2,2247.0,2,2069.3,2,7.821,7.834,8.116,321.8,323.1,1924.4,128.8,16.1,63.9,1.3,0.0,0.0,12.876,3.09,1.95,8.102
2022,2,2,6,43,29,NYOS2202,7.2,36.74,4,1,-73.6500,40.1023,34.3,34.0,6.7428,33.5778,8.326,0.4202,9.80E+04,1026.4908,6.740,26.334,8.272,251.88,9.796,298.29,84.44,2,2254.2,2,2075.7,2,7.806,7.833,8.108,328.4,329.7,1930.1,129.4,16.2,64.0,1.3,0.0,0.0,12.862,3.09,1.95,8.080
2022,2,2,6,43,29,NYOS2202,7.2,36.74,4,1,-73.6500,40.1023,34.3,34.0,6.7428,33.5778,8.326,0.4202,9.80E+04,1026.4908,6.740,26.334,8.272,251.88,9.796,298.29,84.44,2,2253.2,2,2076.0,2,7.794,7.830,8.105,330.7,332.1,1931.0,128.6,16.3,63.6,1.3,0.0,0.0,12.905,3.07,1.94,8.067
2022,2,2,11,48,7,NYOS2202,7.3,40,5,4,-73.5105,39.7127,3.8,3.8,7.6078,33.7411,8.306,0.2401,7.70E+00,1026.3596,7.607,26.342,8.398,255.71,9.594,292.13,87.53,2,2258.7,2,2076.7,2,7.816,7.839,8.101,336.6,337.9,1928.5,132.1,16.1,64.7,1.4,0.0,0.0,12.721,3.17,2.00,8.078
2022,2,2,11,46,6,NYOS2202,7.3,40,5,3,-73.5105,39.7127,16.2,16.1,7.6089,33.7411,8.306,0.2393,5.06E-11,1026.4164,7.607,26.342,8.314,253.15,9.594,292.12,86.66,2,2262.0,2,2079.8,2,7.820,7.839,8.101,337.0,338.4,1931.4,132.2,16.1,64.8,1.4,0.0,0.0,12.728,3.16,2.00,8.081
2022,2,2,11,44,17,NYOS2202,7.3,40,5,2,-73.5105,39.7127,26.3,26.1,7.6063,33.7423,8.306,0.2385,5.06E-11,1026.4637,7.604,26.344,8.200,249.68,9.594,292.13,85.47,2,2258.3,2,2078.5,2,7.809,7.833,8.095,341.1,342.5,1931.6,130.6,16.3,64.1,1.4,0.0,0.0,12.802,3.12,1.97,8.070
2022,2,2,11,42,14,NYOS2202,7.3,40,5,1,-73.5105,39.7127,39.2,38.9,7.5580,33.7820,8.306,0.27,5.06E-11,1026.5609,7.554,26.382,8.259,251.48,9.602,292.37,86.01,2,2259.8,2,2076.9,2,7.820,7.840,8.102,334.4,335.8,1928.3,132.5,16.0,65.1,1.4,0.0,0.0,12.694,3.16,2.00,8.081
2022,2,2,17,29,27,NYOS2202,7.4,50,6,5,-73.3608,39.3175,2.8,2.8,8.9357,33.7891,8.294,0.1228,1.82E+01,1026.1928,8.935,26.180,8.126,247.45,9.310,283.51,87.28,2,2254.9,2,2073.4,2,7.816,7.837,8.079,357.4,358.8,1924.8,132.2,16.4,64.2,1.5,0.0,0.0,12.696,3.17,2.01,8.056
