"","X","lon","lat","date","bot_depth","depth","depth_flag","temp","temp_flag","profile_num","EPU","NYB","STRATA","seafloor_depth","surf_temp","surf_temp_1m","bot_T","bot_T_10m"
"13",3919,-72.196662902832,39.6266670227051,20190320,126,3.96944856643677,0,6.69000005722046,0,24,"MAB","NYB",1030,-124,6.69000005722046,NA,13.3299999237061,13.3299999237061
"14",4038,-72.0833358764648,39.9000015258789,20190320,88,3.9693500995636,0,6.07999992370605,0,25,"MAB","NYB",1020,-89,6.07999992370605,NA,11.0699996948242,11.0699996948242
"15",4120,-71.9116668701172,39.8933334350586,20190320,124,2.97702145576477,0,6.73999977111816,0,26,"MAB","NYB",1030,-118,6.73999977111816,NA,13.1000003814697,13.1000003814697
"16",4237,-71.8450012207031,39.8133316040039,20190320,188,2.97704362869263,0,8.14000034332275,0,27,"MAB","NYB",1040,-185,8.14000034332275,NA,13.0600004196167,13.0600004196167
"17",4420,-71.6516647338867,39.9383316040039,20190320,119,1.98467779159546,0,6.42000007629395,0,28,"MAB","NYB",1070,-125,6.42000007629395,NA,13.1800003051758,13.1800003051758
"18",4534,-71.754997253418,39.9566650390625,20190320,108,0.992339611053467,0,6.3600001335144,0,29,"MAB","NYB",1020,-109,6.3600001335144,6.3600001335144,12.4899997711182,12.4899997711182
"19",4636,-71.9066696166992,40.0200004577637,20190320,85,0.992334008216858,0,6.03999996185303,0,30,"MAB","NYB",1020,-86,6.03999996185303,6.03999996185303,10.7700004577637,10.7700004577637
"20",4714,-72.0650024414062,40.0200004577637,20190320,82,0.992334008216858,0,5.75,0,31,"MAB","NYB",1020,-80,5.75,5.75,7.63000011444092,7.63000011444092
"21",4790,-72.1650009155273,40.0883331298828,20190320,72,0.992327809333801,0,5.8899998664856,0,32,"MAB","NYB",1020,-73,5.8899998664856,5.8899998664856,8.23999977111816,8.23999977111816
"22",4856,-71.8066635131836,40.2716674804688,20190320,75,0.992311179637909,0,6.1399998664856,0,33,"MAB","NYB",1060,-76,6.1399998664856,6.1399998664856,8.97999954223633,8.97999954223633
"23",4926,-71.4649963378906,40.3199996948242,20190320,83,0.992306768894196,0,5.46999979019165,0,34,"MAB","NYB",1060,-83,5.46999979019165,5.46999979019165,6.80999994277954,6.80999994277954
"24",5005,-71.6549987792969,40.4749984741211,20190320,77,0.992292881011963,0,5.21999979019165,0,35,"MAB","NYB",1060,-77,5.21999979019165,5.21999979019165,7.3600001335144,7.3600001335144
"25",5214,-71.3550033569336,40.625,20190327,65,2.97682332992554,0,5.17000007629395,0,39,"MAB","NYB",1060,-63,5.17000007629395,NA,4.75,4.75
"26",5273,-72.1650009155273,40.6599998474121,20190327,48,0.992276072502136,0,5.30999994277954,0,40,"MAB","NYB",1050,-47,5.30999994277954,5.30999994277954,5.82999992370605,5.82999992370605
"27",5315,-72.4333343505859,40.2083320617676,20190327,62,0.992316901683807,0,5.96999979019165,0,41,"MAB","NYB",1020,-64,5.96999979019165,5.96999979019165,6.40999984741211,6.40999984741211
"28",5374,-72.6533355712891,40.4233322143555,20190327,46,3.96916127204895,0,5.55999994277954,0,42,"MAB","NYB",1010,-46,5.55999994277954,NA,5.61999988555908,5.61999988555908
"29",5410,-73.1133346557617,40.1699981689453,20190327,45,0.992320358753204,0,5.67000007629395,0,43,"MAB","NYB",1010,-45,5.67000007629395,5.67000007629395,5.65000009536743,5.65000009536743
"30",5452,-73.0666656494141,40.1266670227051,20190327,46,0.992324233055115,0,6.15000009536743,0,44,"MAB","NYB",1010,-44,6.15000009536743,6.15000009536743,6,6
"31",5493,-72.7983322143555,39.8883323669434,20190327,55,0.992345750331879,0,6.67000007629395,0,45,"MAB","NYB",1010,-55,6.67000007629395,6.67000007629395,6.53999996185303,6.53999996185303
"32",5544,-73.2316665649414,39.7666664123535,20190327,45,0.992356657981873,0,6.30999994277954,0,46,"MAB","NYB",1010,-44,6.30999994277954,6.30999994277954,6.51000022888184,6.51000022888184
"33",5585,-72.9116668701172,39.6166648864746,20190328,64,3.96945238113403,0,6.75,0,47,"MAB","NYB",1020,-63,6.75,NA,7.57999992370605,7.57999992370605
"34",5643,-73.0816650390625,39.5516662597656,20190328,50,2.97711396217346,0,7.01000022888184,0,48,"MAB","NYB",1010,-50,7.01000022888184,NA,6.94000005722046,6.94000005722046
"35",5684,-73.1650009155273,39.435001373291,20190328,58,0.992386639118195,0,6.53999996185303,0,49,"MAB","NYB",1730,-57,6.53999996185303,6.53999996185303,6.55000019073486,6.55000019073486
"36",5868,-73.6716690063477,40.2200012207031,20190330,36,0.992315828800201,0,6.1100001335144,0,56,"MAB","NYB",1010,-35,6.1100001335144,6.1100001335144,5.57999992370605,5.57999992370605
"37",5899,-73.663330078125,40.3250007629395,20190330,26,1.98460829257965,0,6.11999988555908,0,57,"MAB","NYB",3110,-24,6.11999988555908,NA,5.42000007629395,5.42000007629395
"38",5919,-73.6600036621094,40.4466667175293,20190330,24,0.992295384407043,0,5.94000005722046,0,58,"MAB","NYB",3110,-23,5.94000005722046,5.94000005722046,5.53000020980835,5.53000020980835
"39",5938,-73.6066665649414,40.439998626709,20190330,25,3.96915507316589,0,6.26000022888184,0,59,"MAB","NYB",3110,-22,6.26000022888184,NA,5.44999980926514,5.44999980926514
"40",5956,-73.4333343505859,40.4283332824707,20190330,27,1.98458933830261,0,6.07999992370605,0,60,"MAB","NYB",3110,-26,6.07999992370605,NA,5.48999977111816,5.48999977111816
"41",5978,-73.1266632080078,40.533332824707,20190330,28,2.97684836387634,0,5.51000022888184,0,61,"MAB","NYB",3080,-27,5.51000022888184,NA,4.82000017166138,4.82000017166138
"42",6000,-73.0583343505859,40.564998626709,20190330,27,2.97684001922607,0,5.3600001335144,0,62,"MAB","NYB",3080,-26,5.3600001335144,NA,4.82000017166138,4.82000017166138
"43",6021,-72.6600036621094,40.7466659545898,20190330,26,0.992268264293671,0,6.05999994277954,0,63,"MAB","NYB",3080,-24,6.05999994277954,6.05999994277954,5.51999998092651,5.51999998092651
"44",6043,-72.2516632080078,40.8566665649414,20190330,29,1.98451197147369,0,6.21999979019165,0,64,"Not in NES","NYB",3050,-31,6.21999979019165,NA,5.23000001907349,5.23000001907349
"45",6069,-72.1983337402344,40.9016647338867,20190330,23,0.992254137992859,0,5.94999980926514,0,65,"Not in NES","NYB",3050,-22,5.94999980926514,5.94999980926514,5.3899998664856,5.3899998664856
"46",6090,-72.086669921875,40.908332824707,20190330,29,2.97674632072449,0,5.76000022888184,0,66,"Not in NES","NYB",3050,-31,5.76000022888184,NA,5.23000001907349,5.23000001907349
"47",6112,-71.9800033569336,40.8566665649414,20190331,39,2.97676062583923,0,5.59000015258789,0,67,"MAB","NYB",1050,-39,5.59000015258789,NA,5.57999992370605,5.57999992370605
"48",6146,-71.961669921875,40.9000015258789,20190331,34,0.992254436016083,0,5.92999982833862,0,68,"MAB","NYB",1050,-33,5.92999982833862,5.92999982833862,5.34000015258789,5.34000015258789
"49",6176,-71.9783325195312,40.9316673278809,20190331,29,1.9844982624054,0,5.76999998092651,0,69,"MAB","NYB",3020,-28,5.76999998092651,NA,5.40999984741211,5.40999984741211
"50",6199,-71.7783355712891,41.0116653442383,20190331,28,1.98448371887207,0,5.55999994277954,0,70,"MAB","NYB",3020,-26,5.55999994277954,NA,5.84000015258789,5.84000015258789
"51",6251,-71.1216659545898,40.4049987792969,20190331,86,0.992299139499664,0,6.71999979019165,0,72,"MAB","NYB",1060,-85,6.71999979019165,6.71999979019165,8.77999973297119,8.77999973297119
